,date,review,rating,isEdited,userName,title,developerResponse
539,2022-06-21 01:46:02,App như cđb,1,False,TOSHIDEN,App như cđb,"{'id': 30494659, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện Bạn gặp phải ạ.\r Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r Email: dichvu_khachhang@tpb.com.vn\r Fanpage: https://www.facebook.com/TPBank\r Cám ơn và rất mong sẽ được đồng hành cùng Bạn.\r', 'modified': '2022-06-22T08:09:57Z'}"
540,2022-06-13 13:27:06,Hy vọng ngân hàng có thêm tính năng add thẻ vào apple pay ạ,5,False,Cᴀᴍɪᴇ,App sử dụng tốt,"{'id': 30368301, 'body': 'Chào bạn ! TPBank xin ghi nhận ý kiến đóng góp của bạn để nâng cao chất lượng sản phẩm dịch vụ trong tương lai ạ.', 'modified': '2022-06-15T08:32:54Z'}"
541,2022-06-18 12:53:45,lỗi etoken rất nguy hiểm,1,False,Anc9,lỗi etoken,"{'id': 30494639, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện Bạn gặp phải ạ.\r Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r Email: dichvu_khachhang@tpb.com.vn\r Fanpage: https://www.facebook.com/TPBank\r Cám ơn và rất mong sẽ được đồng hành cùng Bạn.\r', 'modified': '2022-06-22T08:09:06Z'}"
542,2022-06-18 01:12:31,"Liên hệ rất lằng nhằng, làm ăn chán đời !!",1,False,mọi người tránh xa,Chuyển tiện lỗi,"{'id': 30432242, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện Bạn gặp phải ạ.\r Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r Email: dichvu_khachhang@tpb.com.vn\r Fanpage: https://www.facebook.com/TPBank\r Cám ơn và rất mong sẽ được đồng hành cùng Bạn.\r', 'modified': '2022-06-19T08:07:52Z'}"
543,2022-06-16 03:48:03,"Mọi thứ rất hữu ích trừ việc nhận thông báo giao dịch rất chậm, có khi vài tiếng nên rất bất tiện. Monh đội ngũ app có thể cải thiện ạ.",3,False,PLinh98,Thông báo giao dịch quá chậm,"{'id': 30409311, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện Bạn gặp phải ạ.\r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-06-17T08:29:07Z'}"
544,2022-06-15 14:06:58,"Quảng cáo đăng ký online được mà khi đăng ký lại bắt ra trụ atm, khó hiểu ?",1,False,xvin220496,Không đăng ký được online,"{'id': 30409265, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện Bạn gặp phải ạ\r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-06-17T08:26:53Z'}"
545,2022-06-15 07:53:27,"Hi Team,

App rất tuyệt vời, nhưng có thể đăng nhập ngay lập tức bằng faceid vào app được không. 
Hiện tại khi khởi động app phải load hình ảnh logo khá rườm rà. 

Thanks.",4,False,toolazytofindanickname,Góp ý,
546,2022-06-15 03:46:33,"Lúc đăng ký online dùng khoản một thời gian mỗi tháng trừ 11.000, sau đó bị trừ tiếp 99.000 phí thường niên thẻ visa trong khi chưa kích hoạt thẻ. Sẽ ngưng sử dụng từ đây, trải nghiệm quá tệ.",1,False,HHY2300,Trừ phí vô lý,"{'id': 30409267, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện Bạn gặp phải ạ\r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-06-17T08:26:59Z'}"
547,2022-06-14 19:33:14,sao app hnay k vào được. vậy mn có ai giống mình k bực vl,2,False,Hưng công tử,lỗi app,"{'id': 30384069, 'body': 'Chào Bạn ! TPBank rất xin lỗi về sự bất tiện bạn gặp phải. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-16T03:18:23Z'}"
548,2022-06-14 17:21:58,Lừa đảo,1,False,jakx kak xnx,Ngân hàng gì trừ tiền như nước ý mình khuyên các bạn không lên dùng,"{'id': 30384063, 'body': 'Chào Bạn ! TPBank rất xin lỗi về sự bất tiện bạn gặp phải. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-16T03:18:04Z'}"
549,2022-06-14 15:50:16,Lừa đảo,1,False,dungg253,Lừa đảo,"{'id': 30384052, 'body': 'Chào Bạn ! TPBank rất xin lỗi về sự bất tiện bạn gặp phải. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-16T03:17:33Z'}"
550,2022-06-14 12:34:06,TỆ,1,False,htavanjc,"Tệ, tệ từ app đến cách hướng dẫn mở thẻ, làm chục lần cũng không được","{'id': 30384045, 'body': 'Chào Bạn ! TPBank rất xin lỗi về sự bất tiện bạn gặp phải. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-16T03:17:02Z'}"
551,2022-06-12 07:39:37,"Có thể để cái giao diện mới cũng được, mà mong có thể giữ chức năng sao chép tài khoản",4,False,Oanhdepgai,Giao diện,"{'id': 30368286, 'body': 'Chào bạn ! TPBank xin ghi nhận ý kiến đóng góp của bạn để nâng cao chất lượng sản phẩm dịch vụ trong tương lai ạ.', 'modified': '2022-06-15T08:32:19Z'}"
552,2022-06-10 03:35:39,"Tính năng sao chép stk đâu rồi ạ, không còn thấy trên phiên bản mới",4,False,gaubabysieuquay,Tính năng hữu ích bị xoá ?,"{'id': 30368343, 'body': 'Chào bạn ! Hiện tại tính năng này không còn hiển thị trên ứng dụng phiên bản mới nữa. TPBank sẽ cập nhật lại tính năng này trong thời gian tới.', 'modified': '2022-06-15T08:34:40Z'}"
553,2022-06-11 04:25:26,"App pasted text from user’s clipboard for no reasons. That’s a HUGE security issue.
Also their token+ were often out-of-sync causing transactions couldn’t finish leading to troubles.
One star.",1,False,TuanNH,Buggy app,"{'id': 30368265, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-15T08:31:15Z'}"
554,2022-06-09 15:31:13,Ủa tạo tài khoản onl mà nhận cái mặt mấy lần không được rồi tạo sao?? =))),4,False,Hi.feb,Mở tài khoản onl,"{'id': 30368192, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-15T08:27:47Z'}"
555,2022-06-07 07:28:58,"App dùng tốt, nhanh, nhưng lỗi hơi nhiều từ bản 10.10.89. Sử dụng 2 thiết bị cùng lúc sẽ không sử dụng được khuôn mặt, vân tay để xử lý giao dịch trên thiết bị không có etoken. Cài đặt mới bao lần vẫn bị.",3,False,Hennywackwack,Phiên bản mới gặp nhiều lỗi,"{'id': 30287074, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-10T14:56:29Z'}"
556,2022-06-08 13:41:39,Tp cake,1,False,tp bank.cake.,Lừa đảo để lấy lượt tải,"{'id': 30287106, 'body': 'Chào Bạn ! Cám ơn Bạn đã quan tâm và sử dụng sản phẩm dịch vụ của TPBank\r Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r Email: dichvu_khachhang@tpb.com.vn\r Fanpage: https://www.facebook.com/TPBank\r Cám ơn và rất mong sẽ được đồng hành cùng Bạn.\r', 'modified': '2022-06-10T14:57:41Z'}"
557,2022-06-07 13:05:51,"Cho đăng ký online xong khoá tài khoản bắt cầm cmnd ra ngân hàng làm lại, chẳng khác gì ra ngân hàng mở tk",1,False,Phùng Văn Tuấn,Cho đăng ký online xong khoá tài khoản,"{'id': 30287085, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-10T14:56:49Z'}"
558,2022-06-04 05:12:09,app dỡ! có việc nhận diện khuôn mặt cũng k xong!,1,False,nhien624,dỡ,"{'id': 30215534, 'body': 'Chào Bạn ! Cám ơn Bạn đã quan tâm và sử dụng sản phẩm dịch vụ của TPBank\r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-06-07T11:36:17Z'}"
559,2022-06-03 19:27:37,"Ngân hàng ncc , lỗi lên lỗi xuống , đừng nên xài cái ngân hàng rác này nhé mn",1,False,cỏn minh,Ngân hàng rác TP Bank,"{'id': 30215540, 'body': 'Chào Bạn ! Cám ơn Bạn đã quan tâm và sử dụng sản phẩm dịch vụ của TPBank\r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-06-07T11:36:23Z'}"
560,2022-06-02 02:09:55,Tốt,5,False,hồng ngọc đinh,Ngọc đinh,
561,2022-06-03 16:33:27,"App dùng cực kì tệ, mặc dù là một ngân hàng lớn nhưng lại không hề quan tâm đến cảm nhận của người dùng, hơi tí là lỗi hở ra cái là lỗi khiến người dùng cực kì khó chịu",1,False,óavao,Trải nghiệm của 1 người dùng,"{'id': 30215542, 'body': 'Chào Bạn ! Cám ơn Bạn đã quan tâm và sử dụng sản phẩm dịch vụ của TPBank\r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-06-07T11:36:29Z'}"
562,2022-06-03 07:12:05,App liên tục bị lỗi mã OTP ko dùng được !!,1,False,hoangarara,Lỗi OTP,"{'id': 30159814, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:14:13Z'}"
563,2022-06-03 06:57:07,"Thao tác đăng nhập bị lỗi liên tục, ra quầy cũng ko giải quyết được. Tạm biệt TPbank",1,False,Boo9669,Tệ. Phí tiền,"{'id': 30159812, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:14:04Z'}"
564,2022-06-02 01:25:59,"Không tìm thấy mục copy số tài khoản để gửi cho người khác.
Phải tự tay gõ lại, dễ sai sót.",3,False,Bholdus,UI mới mất nút copy số tài khoản,"{'id': 30159809, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:13:49Z'}"
565,2022-05-31 07:57:15,Chán thế ko biết,2,False,Người dùng app !,Nội dung chuyển tiền không dc,"{'id': 30159804, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:13:25Z'}"
566,2022-06-01 12:23:05,Quá tệ,1,False,04072003,Quá tệ,"{'id': 30159807, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:13:37Z'}"
567,2022-05-24 12:50:14,"Quá nguy hiểm, những ai copy mật khẩu không nên bật app này. Có thể sẽ bị lộ mật khẩu",2,False,CuongPM7,App tự động paste clipboard của người dùng,"{'id': 29978979, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng.  \r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-05-26T08:07:56Z'}"
568,2022-05-29 14:19:35,Hệ thống một ngân hàng mà rất hay gặp tình trạng quá tải không truy cập được.,1,False,living.solutions,Rất hay quá tải,"{'id': 30159803, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:13:16Z'}"
569,2022-05-28 01:32:00,"App sao cứ không hỗ trợ, xoá rồi tải lại mãi vậy.",1,False,vovansu,Không hỗ trợ iphone 6,"{'id': 30159802, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:13:03Z'}"
570,2022-05-27 17:40:40,App suốt ngày đăng nhập k đc. cứ loading. chán thật,1,False,LCDever,App không đăng nhập được,"{'id': 30159800, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-06-04T15:12:53Z'}"
571,2022-05-27 12:49:02,Chưa kịp vào đã khoá tk,1,False,huỳnh xa lộ,Như .....,"{'id': 30023091, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-05-28T15:29:15Z'}"
572,2022-05-27 11:53:05,"Chất lượng app thực sự tệ và mang tới phiền phức cho khách hàng, mỗi lần đổi mật khẩu là một trình tự dài lê thê và phải cần tới ba cuộc gọi lên tổng đài. Mỗi tư vấn viên lại cho một cách xử lý khác nhau rồi cuối cùng vẫn phải tổng đài mở mới dùng được. App thông báo loạn cào cào, không đúng lỗi. Quá tệ",1,False,vuanhtuanbk248,Very bad,"{'id': 30023090, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-05-28T15:29:05Z'}"
573,2022-05-27 09:31:53,Đúng ngân hàng rác không nhận lương t xoá lâu r,1,False,luanluong,Rác,"{'id': 30023089, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-05-28T15:28:53Z'}"
574,2022-05-27 09:08:22,Bản cập nhật vẫn gặp lỗi tích hợp e.token mặc dù đã thực hiện tích hợp trước đó nhiều lần,1,False,Q.P.H,Lỗi tích hợp E.Token,"{'id': 30023088, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-05-28T15:28:43Z'}"
575,2022-05-27 07:58:43,Ứng dụng chán quá,1,False,Tung36no1,Chán,"{'id': 30023086, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-05-28T15:28:30Z'}"
576,2022-05-26 07:55:36,Hệ thống bảo mật không rõ ràng . Quá phúc tạp . Mới đăng ký lần đầu đã bị lỗi.,1,False,0364191462,Bạo mật quá phức tạp,"{'id': 30023081, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-05-28T15:28:18Z'}"
577,2022-05-26 02:00:21,"Cập nhật xong tệ chưa từng thấy. Ko thể giao dịch bất cứ gì, cứ load mãi. Hôm 23/5/22 cần ck gấp nhưng load mãi trong 2 tiếng đồng hồ. Và ko ck cho bất cứ ngân hàng nào được. Tệ",1,False,tahiney,Tệ,"{'id': 30023078, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng. Để hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau: Hotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036 Email: dichvu_khachhang@tpb.com.vn Fanpage: https://www.facebook.com/TPBank Cám ơn và rất mong sẽ được đồng hành cùng Bạn.', 'modified': '2022-05-28T15:27:55Z'}"
578,2022-05-24 04:21:07,"Càng update càng tệ, mất cái danh sách tài khoản đã ghim, app tự tạo thêm tài khoản mà kêu xoá không ai phản hồi, giờ free ck rồi qua vcb hoặc Acb xài cho tiện, app ngon",1,False,fan09874,Càng ngày càng tệ,"{'id': 29955859, 'body': 'Chào Bạn ! TPBank rất xin lỗi bạn về sự bất tiện bạn gặp phải trong quá trình sử dụng sản phẩm, dịch vụ của Ngân hàng.  \r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-05-25T08:18:14Z'}"
579,2022-05-21 07:38:03,Nhớ nhập mã giới thiệu NOBI7RQ6 để được nhận 50k vào tài khoản mọi người nhé,1,False,ổ cắm,App tốt,"{'id': 29955875, 'body': 'Chào Bạn ! Cám ơn Bạn đã quan tâm và sử dụng sản phẩm dịch vụ của TPBank\r\n', 'modified': '2022-05-25T08:18:48Z'}"
580,2022-05-21 07:35:00,Nhớ nhập mã giới thiệu NOBI7RQ6 để được nhận 50k vào tài khoản mọi người nhé,5,False,buvusnhthu,App tốt,
581,2022-05-21 07:31:46,Chất lượng tuyệt vời nhưng giao diện làm e tuột mood bấm dô quá ạ🥹🥹🥹,5,False,cogaixaitpbank,Giao diện mới xí quá ạ🥲,
582,2022-05-06 03:36:56,Áp hay,5,False,canhhyt,Áp hưu dụng,
583,2022-05-21 03:07:46,App online mà không cho đăng ký online bắt ra quầy trực tiếp. Vậy thôi chứ xài chi nữa,1,False,Kon0suba,Không đang ký được,"{'id': 29955890, 'body': 'Chào Bạn ! Cám ơn Bạn đã quan tâm và sử dụng sản phẩm dịch vụ của TPBank\r\nĐể hỗ trợ kiểm tra thông tin nhanh nhất, Bạn vui lòng kết nối đến TPBank qua các kênh sau:\r\nHotline 24/07 : 1900 5858 85/ 02437 683 683/ 1900 6036\r\nEmail: dichvu_khachhang@tpb.com.vn\r\nFanpage: https://www.facebook.com/TPBank\r\nCám ơn và rất mong sẽ được đồng hành cùng Bạn.\r\n', 'modified': '2022-05-25T08:19:12Z'}"
