,date,developerResponse,review,rating,isEdited,title,userName
1147,2022-11-18 08:17:29,"{'id': 33270342, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:21:28Z'}",Sp bidv cực tốt,5,False,Đánh gia,thien12356778888
1148,2022-11-18 08:17:11,"{'id': 33270351, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:21:45Z'}","App cực đỉnh, hiện đại, giao diện đẹp, thao tác dễ dàng và nhanh chóng.",5,False,Mừi đỉm,derkathdos
1149,2022-11-18 08:15:28,"{'id': 33270358, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:21:53Z'}",Tốt,5,False,Đánh giá app,laithenhat
1150,2022-11-18 08:12:08,"{'id': 33270362, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:22:07Z'}",Nhiều tính năng,5,False,App hữu ích,bach12091978
1151,2022-11-18 07:53:06,"{'id': 33270365, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:22:17Z'}",Tiện lợi,5,False,Bidv,bui thi thu thuan
1152,2022-11-18 07:46:31,"{'id': 33270372, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:22:28Z'}",App rất hữu dụng,5,False,Nhận xét,phamthang211984
1153,2022-11-18 07:36:19,"{'id': 33270374, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:22:41Z'}","App ổn định, ít lỗi, miễn phí hầu hết các loại phí và rất tiện trong việc quản lý thẻ tín dụng",5,False,App ngân hàng yêu thích,tthuhien
1154,2022-11-18 07:27:10,"{'id': 33270376, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:22:50Z'}",Dễ sử dụng và rất tiện lợi,5,False,Bidv Smartbanking,doan nguyet
1155,2022-11-18 07:24:46,"{'id': 33270377, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:23:01Z'}","Hồi trước xài không hài lòng lắm, nhưng bây giờ BIDV đã cập nhật nhiều tính năng mới, xài mượt ít lỗi, rất hài lòng ạ",5,False,Smartbanking,trangtrang010596
1156,2022-11-18 07:22:56,"{'id': 33270380, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:23:09Z'}","Chương trình hỗ trợ nhiều tính năng hiện đại, phù hợp với phát triển thị trường. Chạy nhanh, mượt, xuất sắc!",5,False,Tuyệt vời,mivi87
1157,2022-11-18 07:22:42,"{'id': 33270382, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:23:18Z'}",Dịch vụ sử dụng ok,5,False,Dịch vụ,lê quang thiên ân
1158,2022-11-18 07:21:21,"{'id': 33270384, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:23:27Z'}","App tiện lợi , chuyển tiền nhanh",5,False,Đánh giá,mây 19
1159,2022-11-18 07:17:31,"{'id': 33270389, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:23:35Z'}",Ứng dụng rất hay,5,False,Dungnd10,dangdung16052000
1160,2022-11-18 06:36:24,"{'id': 33270449, 'body': 'BIDV rất tiếc về trường hợp của Quý khách. Hiện tại dịch vụ BIDV Smartbanking đang sử dụng phương thức xác thực Smart OTP, không còn gửi tin nhắn OTP khi giao dịch nữa(BIDV chỉ gửi tin nhắn OTP trong 02 giao dịch đầu tiên),Quý khách vui lòng đăng nhập vào dịch vụ BIDV Smartbanking,cài đặt mã  Smart OTP tại mục Smart OTP để giao dịch nhé. Thân mến!\n', 'modified': '2022-11-21T06:27:12Z'}",Sao sms k gửi về máy vậy toàn phải xoá đi tải lại chán,2,False,Yêu cầu cập nhật,YGpatricis
1161,2022-11-18 07:16:40,"{'id': 33270394, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:23:46Z'}",Tuyệt vời,5,False,Nga ttt,Alex Nga
1162,2022-11-18 07:16:15,"{'id': 33270396, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:23:55Z'}",Bui thi,5,False,Minh,nhất đỉnh
1163,2022-11-18 07:14:37,"{'id': 33270400, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:24:06Z'}",Tuyệt với. Dễ sử dụng,5,False,David Tuan,V1etTeo
1164,2022-11-18 06:54:31,"{'id': 33270406, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:24:23Z'}","Mượt má, tiện lợi",5,False,Đánh giá app,thanhthaotieu
1165,2022-11-18 06:54:13,"{'id': 33270409, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:24:34Z'}",Rất tuyệt vời hãy cùng nhau chia sẻ những điều tuyệt vời mà chúng ta đã được trải nghiệm trên smb!,5,False,Trải nghiệm đỉnh cao,tannntc
1166,2022-11-18 06:51:22,"{'id': 33270414, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:24:48Z'}",Tuyệt vời,5,False,TRAN THI LE MY,TRAN THI LE MY
1167,2022-11-18 06:46:52,"{'id': 33270417, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:24:57Z'}","Nhanh, gọn, chính xác, dễ sử dụng",5,False,.,Ngântt10
1168,2022-11-18 06:41:55,"{'id': 33270437, 'body': 'BIDV rất xin lỗi về sự bất tiện Quý khách gặp phải. Quý khách vui lòng liên hệ Hotline BIDV theo số 19009247/024.22200588 hoặc email bidv247@bidv.com.vn của BIDV để chia sẻ thông tin cụ thể, BIDV sẽ ghi nhận và có phương án hỗ trợ. Cảm ơn Quý khách!', 'modified': '2022-11-21T06:26:07Z'}",Bị bắt buộc phải làm tk bidv nên ghét. Chắc nhân viên bị ép chỉ tiêu lập tk mới. Nói chung là ghét.,1,False,K hài lòng.,4321hhhh
1169,2022-11-18 06:41:05,"{'id': 33193658, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-11-18T06:41:05Z'}","App được nâng cấp khá mượt, nhiều tính năng, dễ sử dụng, giờ đi đâu mình cũng rất yên tâm vì đã có  thanh toán QR, chuyển khoản rất nhanh và tiện lợi, rất ok 👍👍👍",5,True,Tuyệt vời,Khán giả 9999
1170,2022-11-18 06:33:46,"{'id': 33270452, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:27:20Z'}",Tuyệt vời,5,False,1 sản phẩm tinh hoa trí tuệ của bidv,thaodtp215
1171,2022-11-18 06:02:50,"{'id': 33270455, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:27:27Z'}","App hoạt động ổn định, Giao diện dễ sử dụng",5,False,App hoạt động ổn định,KimCuc215
1172,2022-11-18 05:49:12,"{'id': 33270458, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:27:36Z'}",Tot,5,False,Minh le,vvr dc
1173,2022-11-18 04:53:11,"{'id': 33270496, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:30:00Z'}","Dùng ổn ,phần mềm đẹp",5,False,Khá ưng ý,VTTDN
1174,2022-11-18 05:04:04,"{'id': 33270492, 'body': 'BIDV rất xin lỗi về sự bất tiện Quý khách gặp phải và cảm ơn Quý khách đã chia sẻ ý kiến phản hồi về dịch vụ. Thông tin này sẽ được chuyển đến bộ phận phát triển sản phẩm của BIDV để nghiên cứu nâng cao chất lượng dịch vụ. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng BIDV trong thời gian tới!\n', 'modified': '2022-11-21T06:29:44Z'}",Đổi cái ảnh đại diện xog thoát ra vẫn như cũ.,1,False,Chán,Game cu lon
1175,2022-11-18 04:11:58,"{'id': 33270514, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:30:44Z'}",Tốt,5,False,Tốt,dung 147
1176,2022-11-18 04:17:43,"{'id': 33270510, 'body': 'BIDV rất xin lỗi về sự bất tiện Quý khách gặp phải. Để BIDV có thể kiểm tra tình trạng dịch vụ của Quý khách và hỗ trợ xử lý vấn đề này, Quý khách vui lòng liên hệ Hotline BIDV theo số 19009247/024.22200588 hoặc email bidv247@bidv.com.vn của BIDV. Cảm ơn Quý khách!\n\n', 'modified': '2022-11-21T06:30:34Z'}",Mục biến động số dư trên app phải mấy tháng rồi mình không xem được 🙂 Vào nó hiện một màu trắng tinh. Không biết đội ngũ làm gì đến giờ vẫn chưa khắc phục,1,False,Không hiện biến động,BeTheDark
1177,2022-11-18 04:10:11,"{'id': 33270519, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:30:54Z'}",Hài lòng,5,False,Smarbanking,àgjbbk
1178,2022-11-18 04:09:13,"{'id': 33270521, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:31:03Z'}",Tuyệt vời,5,False,Đánh giá app,binxe12
1179,2022-11-18 03:58:44,"{'id': 33270527, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:31:14Z'}","App nhiều tiện ích, nhanh, không lỗi",5,False,App tốt,thoantk5
1180,2022-11-18 03:49:45,"{'id': 33270528, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:31:22Z'}","App nhanh mượt mà, giao diện dễ sử dụng, bảo mật cao, thao tác nhanh ứng dụng ai nên rất thuận tiện",5,False,App ngân hàng tốt nhất tôi từng trải nghiệm,huymq129
1181,2022-11-18 03:49:30,"{'id': 33270538, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:31:43Z'}",Tốt bình thường,5,False,Nhận xét,khdydngfsn
1182,2022-11-18 03:48:36,"{'id': 33270542, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:31:53Z'}","App bảo mật tốt, giao diện dễ sử dụng, có thể mua sắm trên app với giá ưu đãi.",5,False,"App tiện dụng, dễ sử dụng",minhnd9
1183,2022-11-18 03:44:33,"{'id': 33270544, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:32:02Z'}","Giao dịch nhanh chóng, tiện lợi, sử dụng vân tay và giao diện khuôn mặt nhanh chóng.",5,False,"Nhanh chóng, tiện lợi",Hồng Minhh
1184,2022-11-18 03:42:59,"{'id': 33270548, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:32:10Z'}","Chạy mượt, chuyển khoản nhanh",5,False,Dùng ngon tuyệt,thuonght172
1185,2022-11-18 03:39:57,"{'id': 33270549, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:32:22Z'}","Nhiều tiện ích , giao diện đẹp",5,False,Goodjob,ngo thi hong van
1186,2022-11-18 03:21:14,"{'id': 33270551, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:32:33Z'}",App ngân hàng chuyển tiền nhanh và hỗ trợ nhiều dịch vụ khác,5,False,The best app banking,ĐẶNG CHÍ TÂM
1187,2022-11-18 03:15:37,"{'id': 33270555, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:32:41Z'}",The best banking app 👍🏽,5,False,Đánh giá BIDV Smartbanking,Truyenntt
1188,2022-11-18 03:03:57,"{'id': 33270559, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:32:49Z'}","Nhanh chóng, tiện lợi",5,False,Ứng dụng,xxzztntxxzz
1189,2022-11-18 02:19:55,"{'id': 33270564, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:32:57Z'}","Ứng dụng trực tuyến thuận tiện , tiết kiệm thời gian, thuận lợi. Bidv chuyển đổi số số 1 của hệ thống ngân hàng.",5,False,Bidv,giundatbmt
1190,2022-11-18 02:19:16,"{'id': 33270568, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:33:06Z'}",Tuyệt vời,5,False,Nhận xét,HanhTran1996
1191,2022-11-18 02:08:10,"{'id': 33270569, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:33:13Z'}","Ứng dụng thông minh, tiện lợi. Dịch vụ tốt",5,False,Tuyệt vời,khac manh dak nong
1192,2022-11-18 02:04:53,"{'id': 33270575, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:33:33Z'}",💕💕💕,5,False,"App nhanh, ít bị lỗi, hệ thống tốt",dqsssang
1193,2022-11-18 02:01:27,"{'id': 33270580, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:33:41Z'}","App dễ sử dụng, giao diện đẹp",5,False,Bidv,thanhkhou
1194,2022-11-18 01:55:42,"{'id': 33270588, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:33:54Z'}",Tuyệt vời,5,False,Bidv nhanco,xe scc gv x dc hs
1195,2022-11-18 01:49:17,"{'id': 33270593, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:34:06Z'}",❤️❤️❤️,5,False,"Sử dụng tốt, hệ thống lo bị lỗi",ntteex
1196,2022-11-18 01:47:10,"{'id': 33270596, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:34:12Z'}","Ứng dụng dễ nhìn, dễ thao tác",5,False,Hài lòng,hathanhpk
1197,2022-11-18 01:41:32,"{'id': 33270605, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:34:32Z'}",Chuyển tiền chính xác nhanh gọn,5,False,Bidv,taidaknong
1198,2022-11-18 01:37:31,"{'id': 33306155, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\r\n', 'modified': '2022-11-22T12:50:23Z'}","Giao diện thân thiện, màu xanh sang chảnh, dễ sử dụng, mảng thẻ atm có nhiều tính năng vượt trội hơn ngân hàng khác!",5,False,Tuyệt vời!,me simba
1199,2022-11-18 01:23:27,"{'id': 33270610, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:34:39Z'}",Chuyển tiền nhanh và không bị lỗi,5,False,Ứng dụng rất hữu ích,tuyết ntb
1200,2022-11-17 16:15:28,"{'id': 33270658, 'body': 'BIDV rất xin lỗi về sự bất tiện Quý khách gặp phải. Để BIDV có thể kiểm tra tình trạng dịch vụ/giao dịch/... của Quý khách và hỗ trợ xử lý vấn đề này, Quý khách vui lòng liên hệ Hotline BIDV theo số 19009247/024.22200588 hoặc email bidv247@bidv.com.vn của BIDV. Cảm ơn Quý khách!\n', 'modified': '2022-11-21T06:36:51Z'}",Cứ chuyển khoản 2 lần là lỗi thời gian phải xoá đi tải lại nhiều lần rất mất thời gian,3,False,🥱,Em là maii thị anh
1201,2022-11-18 01:17:57,"{'id': 33270618, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:34:53Z'}",Bidv SmartBanking là công nghệ 4.0 rất bổ ít và hiện đại của tất cả khách hàng.,5,False,Bidv SmartBanking thật tuyệt vời,hiencute@
1202,2022-11-18 01:08:26,"{'id': 33270620, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:35:02Z'}","App có nhiều tính năng rất hữu ích, liên tục update!",5,False,App xài rất ok,Qưerrty
1203,2022-11-18 01:06:38,"{'id': 33270624, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:35:10Z'}",Tuyệt,5,False,App,vanduc12
1204,2022-11-18 01:03:23,"{'id': 33270628, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:35:19Z'}",App xài thích lắm nhà,5,False,Tuyệt vời,thuan cu jut
1205,2022-11-18 00:58:25,"{'id': 33227543, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-11-18T02:41:54Z'}",App sai tốt de dang su dung nhanh va an toan tinh nang bao mat cao,5,False,Rat tien loi,hungdongtinh
1206,2022-11-18 00:56:03,"{'id': 33270631, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:35:30Z'}","Ứng dụng đa dạng, nhiều tiện ích",5,False,Chất lương sản phẩm tuyệt vời,Theleongo
1207,2022-11-18 00:46:36,"{'id': 33270634, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:35:40Z'}",1 app có chất lượng rất tốt!,5,False,App chất lượng tốt,trungttbi
1208,2022-11-18 00:39:56,"{'id': 33270638, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:35:54Z'}","SmartBanking của BIDV thật tiện ích, nhanh, gọn, lẹ. Chất lượng dịch vụ tốt!",5,False,Bidv SmartBanking,Kimdungle
1209,2022-11-18 00:37:21,"{'id': 33270639, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:36:03Z'}",🥰🥰🥰,5,False,"App hoạt động tốt, ko bị lỗi",ntpvs
1210,2022-11-18 00:24:56,"{'id': 18336694, 'body': 'Cảm ơn bạn đã để lại phản hồi.', 'modified': '2022-11-18T00:24:57Z'}","Nhanh, ít lỗi hơn so với vietcom, agri",5,True,Tuyệt vời,Vuthu
1211,2022-11-17 17:34:43,"{'id': 33270647, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:36:23Z'}","Độ bảo mật cao, ứng dụng dễ sử dụng, rất thích mục tài khoản như ý! Phù hợp với xu thế hiện đại!",5,False,Ngân hàng số hiện đại,Na Candy
1212,2022-11-17 15:14:00,"{'id': 33270685, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:37:34Z'}",Nhanh,5,False,Thân thiện và dễ sử dụng,0969144848
1213,2022-11-17 14:04:44,"{'id': 33270688, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:37:42Z'}","GIAO DIỆN ĐẸP, NHIỀU TIỆN ÍCH, DỊCH VỤ NHANH CHÓNG, GHI DẤU ẤN CÁ NHÂN RIÊNG CHO NGƯỜI DÙNG, XỊN!",5,False,VOTE SMARTBANKING,KIM NGOC 173511 64299317
1214,2022-11-17 13:51:56,"{'id': 33270692, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:37:51Z'}",rất hài lòng,5,False,đánh giá,đạt 020621
1215,2022-11-17 13:30:20,"{'id': 33270695, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \n', 'modified': '2022-11-21T06:38:03Z'}",Ung dung tot,5,False,Bidv,trinhthithuyvan
