,date,developerResponse,review,rating,isEdited,title,userName
414,2022-04-13 14:04:21,,Giờ nào rồi còn tính phí thẻ này nọ. Tháng nào cũng bị tính phí. Chán chả muốn dùng,1,False,Phí thẻ,bsvsndbsus
415,2022-04-10 11:22:41,,Chuyển tiền còn chụp ảnh mình đi phẫu thật về bh chả được luôn,5,False,Chán ứng dụng này quá,mai thi thu
416,2022-04-10 00:11:27,,"Việc nhận thông báo trên app quá chậm , mong sớm sửa lỗi này",4,False,T,Tuấn manucians
417,2022-04-05 15:54:34,,nhập mã 13012022 để nhận 50k,4,False,nhập mã 13012022,Mr - Zer0
418,2022-04-08 15:26:17,,Nhận Mã 20062903 nhận ngay 500k,5,False,Nhận Mã 20062903 nhận ngay 500k,mdn@
419,2022-04-02 05:23:50,,Lag kinh khủng khiếp,1,False,Càng ngày càng lag,haineo2
420,2022-03-21 15:23:08,,A cho e hoi e Nap 10k vào Nap the đuoc hon a,3,False,E da dk ma giới thiu cua a,vomok
421,2022-04-01 12:15:23,,"Cứ đầu tháng là chuyển tiền bị lỗi phải đợi hết mấy ngày mới nhận được tiền, trong khi khách hàng đang cần tiền xử lý công việc cứ vấn đề này mãi không khắc phục",1,False,Lỗi chuyển tiền,Sakura-chan12344
422,2022-03-28 14:27:36,,Tôi đã đăng ký Tk thành công nhưng lúc tôi đăng nhập lại k đc toàn báo tên đăng nhập không đúng là sao,1,False,Quá tệ,hà thị thu thành
423,2022-03-28 13:56:36,,Tệ hại,1,False,Tệ hại,tệ hain
424,2022-03-28 12:01:24,,"Tải ứng dụng nhập mã giới thiệu 0877873547.
Xác thực đăng ký xong phát sinh 2 giao dịch chuyển tiền trên hệ thống.hệ thống sẽ tự động ghi điểm. Và hưởng ưu đãi từ trương trình khuyến mại ngày hết hạn 31/7",5,False,Mã giới thiệu :0877873547,anhhao2020
425,2022-03-28 10:44:18,,Không bao giờ đăng nhập được vì tính năng xác nhận khuôn mặt,1,False,Không nhận điện được khuôn mặt,NTL2026
426,2022-03-28 05:26:38,,mã giới thiệu a e sẽ dc 50k,5,False,mã giới thiệu 46904669,[}#^*
427,2022-03-26 05:48:13,,"Trừ phí âm tiền trong tài khoản luôn, đúng sợ hãi",1,False,Trùm phí,9Gấu Trúc3
428,2022-03-25 16:51:58,,"dạ xin chào, mong bên ngân hàng có thể ngưng gửi thông báo rác về tài khoản của em được ko ạ, đợi lương về thấy thông báo nhưng bấm vào lại là thông báo rác, rất bực mình ạ",2,False,thông báo rác quá nhiều,bxxnoskss
429,2022-03-24 21:14:39,,Trả hiểu kiểu gì tài khoản của tôi vào bh bắt phải xác thực là sao trong khi tôi cài đặt máy mất bay k vào đk,1,False,Lỗi,97041842748827
430,2022-03-24 05:56:58,,Có cách nào chặn hết quảng cáo chỉ thông báo biến động số dư được không. Một ngày nổi thông báo quảng cáo mấy lượt ai chịu được. Chả nhẽ xoá app quay về dùng tin nhắn sms như trước.,1,False,Quảng cáo quá nhiều,boy baaad
431,2022-03-18 07:53:35,,Khi lấy lại mật khẩu phần tên đăng nhập không dùng được dấu cách,3,False,Lỗi khi lấy lại mật khẩu,mèod
432,2022-03-19 09:26:36,,0329135245ho quá phuong đônglinh,4,False,Lethilai da mua goi 100l viết theo cha xấu,kbjjhh
433,2022-03-15 16:26:40,,Tôi xác thực cccd toàn bị lỗi.,3,False,Thủ tục phức tạp gây khó khăn trong việc đăng kí,tiago lisbon
434,2022-03-14 07:13:32,,Không thông báo về điện thoại,2,False,App bị lỗi,Cò9x
435,2022-03-14 07:29:20,,"Mã giới thiệu bạn bè 0965729960 
Nhận ngay 50k cho thành viên mới",5,False,Nice,1637976607
436,2022-03-05 12:37:18,,"Dưới 18 tuổi ko đăng kí đc ak 
Thế mà bảo làm đc",2,False,L,aokxns
437,2022-03-10 07:47:30,,"14h46 ngày 10/3 gọi lên hotline để hỗ trợ mà nhân viên giọng rất bố đời, dịch vụ quá tệ. Đào tạo nhân viên quá kém.",1,False,Dịch vụ tồi tệ,Vương ln
438,2022-03-08 07:22:00,,"Nhập mã “hoa98” để nhận 50k.
Bước 1: Tải ứng dụng VietinBank iPay, chọn “Mở tài khoản""
Bước 2: Nhập số điện thoại của bạn và mã xác thực OTP. Chụp ảnh giấy tờ tùy thân + xác thực khuôn mặt
Bước 3: Nhập mã cán bộ tư vấn/người giới thiệu: hoa98 (quan trọng) nhấp biểu tượng bên phải sẽ hiện ra tên NGUYEN XUAN HOA
- Chọn chi nhánh: ""CN 9 - TP HCM - HOI SO"".
Bước 4: Lựa chọn dịch vụ sử dụng, chọn “Tiếp tục” và “Đăng nhập ngay”. Sau đó đổi mật khẩu với tên đăng nhập và mật khẩu từ tin nhắn.
   5.  Bước 5: Thực hiện 2 giao dịch tại ứng dụng ( Chuyển khoản 2 lần mỗi lần 1k ).",5,False,Ngân hàng uy tín,cobephethuoc
439,2022-03-07 04:43:53,,quầy giao dịch hỗ trợ kém,1,False,phản ánh quầy giao dịch,kttkkk
440,2022-03-03 07:09:28,,"Nhập mã “  0169871400”
  nhận ngay 50k

+ B1: Tải ứng dụng

-> + B2: Chọn đăng nhập -> Mở tài khoản Đăng ký SĐT -> Làm theo thông báo có sẵn (Xác thực CMND, Căn cước, Xác thực OTP) Mục cán bộ tư vấn/Người giới thiệu nhập “   0169871400” để có 50k tại Vietinbank

+ B3: Sẽ có sms từ Vietinbank thông báo mở TK thành công bao gồm “Tên đăng nhập”, “Mật khẩu”, “Tài khoản thanh toán"" để các bạn đăng nhập vào ứng dụng (Đăng nhập vào và đổi mật khẩu)

+ B4: Thực hiện 2 giao dịch tài chính tại ứng dụng (Chuyển tiền, nạp card, thanh toán...)",4,False,Nhanh tay nhanh tay,pn?
441,2022-02-18 15:54:40,,em năn nỉ Vietin hãy ra tính năng ẩn số dư khi chuyển tiền đi giúp em với :(( em có nhiêu tiền người khác ngó cái ngta thấy hết rồi,4,False,ẨN SỐ DƯ,amybaongan
442,2022-03-03 06:34:32,,Lỗi xác thực khuôn mặt trên ios,1,False,Lỗi xác thực khuôn mặt,Mạc Trung
443,2022-03-02 16:01:22,,Mọi thứ đều ổn nhưng mong trong tương lai app sẽ cập nhật thêm có thể xem được tổng chi thu ạ =)))),5,False,Tổng chi thu,hicuanhovagaudan
444,2022-03-02 09:57:08,,Cho em hỏi tắt xác thực khuôn mặt kiểu gì vậy ạ. Mỗi lần chuyển khoản bắt xác thực khuôn mặt khá mất tiện,5,False,Xác thực khuôn mặt,trarua
445,2022-03-01 03:55:09,,"app dùng tốt , không lỗi gì nhiều",5,False,Nhập mã gt nhận thưởng khi mở tài khoản 77778889,NgxNhuY
446,2022-02-28 17:09:49,,Đăng ký mở tài khoản mới chụp cái căn cước công dân mãi ko nhận mặc dù đúng khung và nét căng. Có nút nào đánh giá 0 sao ko nhỉ??,1,False,App lỗi nặng mãi ko thấy sửa,Hoanbk
447,2022-02-28 14:55:19,,Chụp mỗi cái cccd mà cứ báo lỗi dù chụp rất nét mà vẫn không được. Thế mà quảng cáo mở tài khoản online nhanh chóng tiện lợi. Mở mãi k được bực cả mình mở tài khoản ngân hàng khác cho nhanh,1,False,Không đăng ký được tài khoản,jenny238
448,2022-02-28 06:30:38,,"Ngay ngày nhận lương mà bị lỗi, thứ 2 đầu tuần mà cũng lỗi cho được, không thể chấp nhận, ảnh hưởng biết nhiêu công việc của người khác, xem lại bản thân mình đi !!!",1,False,Quá bực mình,Cá Béooo
449,2022-02-28 04:57:24,,"Để nhận thưởng cho ngừoi mới đăng kí mọi người nhập mã giới thiệu là "" 0974730521"" để nhận được rất nhiều phần quà khi đăng kí thành công nhé ( ko nhập mã ko nhận đc đâu ạ mn lưu ý )",5,False,Ngân hàng tiện ích,Dương Đinh
450,2022-02-26 10:52:15,,Lỗi,1,False,Core ngu vl,húhdh
451,2022-02-25 12:11:28,,"Mỗi tháng trừ nhiều phí
Rút tiền tại ATM Vietin vẫn trừ phí",1,False,Trừ phí nhiều,dkdbfbd
452,2022-02-24 04:31:25,,"chuyển tiền gấp mà lại bị lỗi, ngâm tiền của khách hàng 3 ngày mới giải quyết mà k xin lỗi khách hàng. Tẩy chay viettinbank",1,False,Quá bức xúc,Hdjdkanshxb
453,2022-02-23 12:00:54,,cùng nhau kiếm tiền nha,5,False,nhập mã 99993979,hhdshjsjs
454,2022-02-23 11:48:23,,Anh chị nào biết lỗi vì sao đăng nhập trên ip 13 ko được vậy? Chỉ giúp với ạ,2,False,Lỗi đăng không đăng nhập trên ip 13,mrzero68686868
455,2022-02-23 10:29:39,,Người nhà bank cho m 70k vào tài khoản mà nó chỉ về có 20k còn 50k bay mất tiu lun ý hàng tháng viettinbank sẽ trừ 10k hoặ hơn kém 1 tí ( có tuền trg tk trừ ),1,False,Người nhà bank cho m 70k vào tài khoản mà nó chỉ về có 20k còn 50k bay mất tiu lun ý,djsjsosojcja
456,2022-02-21 03:13:38,,Cần hỗ trợ nhưng gọi số dịch vụ hỗ trợ toàn không có ngừoi hỗ trợ. Để nói cho đã rồi trừ tiền cước đt. Ngân hàng kém thật,1,False,Dịch vụ hỗ trợ khách hàng kém,mrtanboss
457,2022-02-20 11:45:44,,"Face ID lỗi liên tục, vừa set face xong thoát ra vào lại báo không hợp lệ, 5 lần set lại rồi vẫn y vậy",1,False,Lỗi,lhphuc9029
458,2022-02-19 19:01:05,,Tại sao stk khác chuyển khoản cho tôi mà sau 1 tháng vẫn chưa nhận được. Mặc dù bên stk kia đã chuyển khoản thành công? Cần 1 lời giải thích,2,False,Chưa nhận được ck,vìgkkhg
459,2022-02-15 14:10:04,,App có cho tắt tính năng xác thực bằng khuôn mặt ko vậy Dev? Vào cài đặt mà ko cho tắt vâyh?,2,False,Tắt tính năng xác thực khuôn mặt,Valentino4k
460,2022-02-10 00:18:44,,"Máy tôi iphone 13pro không đăng nhập được. Báo lỗi khuôn mặt quá xa, đề nghị kiểm tra hỗ trợ xử lý",3,False,"Máy tôi iphone 13pro không đăng nhập được. Báo lỗi khuôn mặt quá xa, đề nghị kiểm tra hỗ trợ xử lý",Nanikode
461,2022-02-15 13:25:17,,Đăng nhập bằng face id mà quét ảnh mặt hơn 20 lần vẫn báo lỗi xác thực. Muốn tiền đình luôn 🙃,1,False,Nhận diện kém,"1.1.1,1.1,1.,1"
462,2022-02-11 11:16:15,,"App đăng ký lằng nhằng, báo chuẩn lại báo lỗi phải làm lại nhiều lần. Tới bước ký hợp đồng rồi lại báo lỗi rồi thoát ra.",1,False,App tệ,jendeukieuwu
463,2022-02-08 16:32:56,,"Mới xài thử thấy cũng tạm cho 3 sao, nếu nhân viên và phục vụ chu đáo sẽ cho thêm sao",3,False,Xài thử,hồ?123
464,2022-02-09 08:37:05,,"Đăng nhập cuòi mãi không nhận. Sẽ không bao giờ sử dụng app này, chán không chửi đc 2022 = 2000. Gọi 1900558868 tự tắt lun",1,False,Bảo mật theo kiểu dở hơi,Tiny cảnh
465,2022-02-09 02:35:09,,"Chuyển máy mới ko xác nhận được khuôn mặt, phần mềm ngu học, tôi sẽ chuyển hết tiền sang thẻ khác và ko dùng cái phần mềm ngu học này 1 lần nào nữa",1,False,Chuyển máy mới,mèo mộng du
466,2022-02-08 16:38:01,,Lỗi ko cài đặt đc trên iphone xr ios 15,1,False,Lỗi ko cài đặt đc trên iphone xr ios 15,juka.vn
467,2022-02-03 00:15:31,,Tặng quà lixi toàn báo lỗi sai không thực hiện được.,4,False,báo lỗi gửi lixi,k9td phong xương
468,2022-02-08 10:06:15,,"Cập nhật lần này quá tệ, làm mới chậm và phần xác nhận khuôn mặt bị lỗi.",1,False,Vietinbank,Mint2509
469,2022-02-07 07:50:36,,toàn bị lỗi xác thực  khuôn mặt,2,False,bị lỗi,janjsggs
470,2022-02-07 04:23:10,,Huhu trên web ghi 15t la mở đc tkhoan mà lên app ko được,1,False,Mở tkhoan dưới 18t,duachumetwa
471,2022-02-02 02:59:25,,"Cần thêm danh sách các cây ATM có chức năng rút tiền với QR mà không cần thẻ vật lý
Thanks",4,False,Bổ sung tính năng,Chú nhà quê
472,2022-01-30 01:56:11,,Sau khi đăng nhập lỗi vân tay trong khi các phần mềm khác vẫn dùng bình thường,2,False,Lỗi vân tay,Dkmbm
473,2022-01-31 17:37:54,,app chuyển tiền mà trừ tiền chứ ko nhận được,1,False,chuyển tiền lỗi,tam::
474,2022-01-31 17:36:38,,"Trừ phí dịch vụ quá đáng, giao diện nhạt nhẽo",1,False,App và ngân hàng tệ hạii,1 người dùng bất mãn
475,2022-01-31 17:29:46,,"hiện 1 tuần rồi t chưa vào được tài khoản vì hiện hệ thống không thể gửi OTP, vậy bao giờ giải quyết đây? tết rồi",1,False,lỗi,Ngocbario
476,2022-01-30 03:05:12,,Mình quên mật khẩu được cấp lại. Giờ bắt Nhận diện khuôn mặt mà làm hoài không dc,1,False,Ứng dụng lỗi,ngô đắc sáng
477,2022-01-29 15:50:44,,Mình ck 300.000 từ Techcombank qua Vietinbank nhưng số dư vẫn không lên ??? mình chuyển thử lại 10.000 số dư vẫn không lên là sao???,1,False,chuyển tiền qua nhưng không lên tiền,takki27
478,2022-01-29 07:39:18,,"Nhận diện camera cùi bắp, làm bao nhiêu lần vẫn báo lỗi",1,False,App tệ,fcrhhse
479,2022-01-28 21:33:54,,Lỗi từ hôm qua đến giờ này rất nhiều giao dịch bị delay bực mình thật sự,1,False,Lỗi hệ thống,Việt Nam !
480,2022-01-28 11:27:55,,Tôi không hiểu sao hệ thống hôm nào cũng bảo trì,3,False,Tôi không hiểu sao hệ thống hôm nào cũng bảo trì,nhi9000
481,2022-01-28 14:32:02,"{'id': 17815120, 'body': 'VietinBank thông báo, sau khi ghi nhận sự cố trên hệ thống về tình trạng khó đăng nhập hoặc gián đoạn dịch vụ iPay ngày 24/8/2020, VietinBank đã tích cực và khẩn trương rà soát, khắc phục. Cho đến 17h20 cùng ngày, ứng dụng iPay Mobile của VietinBank đã hoạt động trở lại bình thường.\nChúng tôi thành thật xin lỗi vì sự cố đã gây ảnh hưởng tới giao dịch của Quý khách hàng và mong nhận được sự được cảm thông từ Quý khách!', 'modified': '2022-01-28T14:32:02Z'}","Phần mềm truy cập dở như hạch, bảo trì suốt, treo suốt, tết là mùa chuyển tiền mà méo chuyển được. Kỹ thuật Vietin kém dữ vậy!",1,True,Quá tệ,Koujuu27
482,2022-01-28 12:19:41,,App bảo trì quá nhiều,1,False,Bảo trì quá nhiều,Ben9899
483,2022-01-28 12:17:58,,Suốt ngày bảo trì ng nào kẹt tiền cần gấp chắc chờ mục xương,1,False,Bảo trì,nguyenklong
484,2022-01-28 11:42:22,,Vietinbank làm ăn vô trách nhiệm.cuối năm toàn lỗi là lỗi,1,False,28/01/2022,ôajjskaoksk
485,2022-01-28 11:39:43,,"Không xứng đáng với tầm vóc ngân hàng lớn.
Cả ngày trời lỗi không đăng nhập được. Gọi hotline không ai bắt máy. Ngân hàng tệ nhất trong tất cả ngân hàng!",1,False,Đội ngũ dev app quá tệ,A Mẫn SGon Q4
486,2022-01-28 11:23:55,,"Ứng dụng thường xuyên bị bảo trì 
Chán hết muốn nói",1,False,Quá chán,anhkuzi
487,2022-01-28 11:14:38,,App ngân hàng mà lỗi liên tục,1,False,Lỗi app liên tục,Vietnam-Việt Nam!
488,2022-01-28 11:14:11,,Khi tài khoản hết tiền đăng nhập nhanh khi có lương mãi ko vào được lại còn kêu bảo trì ! Chán thật sự,1,False,Không hài lòng,qưettyyicjdb
489,2022-01-28 11:07:12,,App gì lỗi liên tục,1,False,Quá tệ,Co co tuong
490,2022-01-28 11:05:41,,Tẩy chay ngân hàng này đi cả nhà cả cửa để hết tiền trong ngân hàng h cno bảo trì 5h chiều tết nhất không còn đồng nào trong ng,1,False,App đểu,Thaoooooooooooooooooooo
491,2022-01-28 10:51:45,,Xoay đều xoay đều. Không vào được,1,False,Không vào được,hoà a44
492,2022-01-28 10:30:12,,"App quần què gì vào hoài k đc, thanh toán lâu lắc
Chờ mở được app chắc hết ngày.  Nnmmkkjjjjjjsjsjsjjsjsjsjsjsjjsjsjsjsjsnns",1,False,Chậm chạp,belabely
493,2022-01-28 10:29:53,,Cái app ngulol nhất trong các app ngân hàng,1,False,App ngulol,Kun Mobile
494,2022-01-28 10:27:46,,Lỗi liên tục :))),1,False,Lỗi liên tục :)))),aduc3135
495,2022-01-28 10:25:37,,"Bảo trì mấy ngày liền k vào được xoá đi tải lại k đăng nhập được lỗi các thứ
Đề nghị xem xét lại",1,False,Ứng dụng bảo trì,....xuiuiuiu
496,2022-01-28 10:12:00,,Chưa có App nào chuối như App này. Toàn ngẽn và lỗi. 1 ngân hàng lớn mà cho 1 sản phẩm như tiệm tạp hoá đầu hẻm. Chuyển NH,1,False,"App tệ, ngẽn, lỗi liên tục",Chung Khoan 24H
497,2022-01-28 09:59:12,,"Như một trò đùa hàng bao nhiêu ngày nay không thể nào đăng nhập được bình thg. Toàn phải load với quay chờ đợi 30o mới check đc số dư. Rồi toàn lỗi hệ thống
Ngân hàng to mà chán đcd",1,False,Chán vcd,a11455326262383
498,2022-01-28 09:58:10,,Đăng nhập app toàn load thôi là sao. Bị mấy lần r k phải một lần. Có cái app đ duy trì đc dẹp m đi,1,False,Góp ý,hhxkskmska
499,2022-01-28 09:17:43,,app lỗi quài,1,False,fix lỗi,gx9zf43nmj
500,2022-01-28 04:18:57,,"Đội ngũ phát triển app của 1 ngân hàng lớn( Big 4) mà làm cái app chán thật, thà đừng cập nhật, giờ thông báo biến động mãi không thấy.",2,False,Thông báo biến động số dư,Alaebo
501,2022-01-28 04:46:24,,Cập nhật phần mềm mới chán quá. Mọi giao dịch tiền chuyển đến trước đây chuyển đến báo luôn bây giờ toàn một hai tiếng sau mới báo lại nên nhiều lúc khách hỏi nhận được tiền chưa trả lời được luôn vì không biết đã nhận được chưa toàn phải vào ngân hàng chỗ tài khoản để xem có cậu thêm tiền không rất mất thời gian mong các bạn xem lại áp của mình,1,False,Phần mềm càng ngày càng chán,phuongthe19021997
502,2022-01-27 13:17:40,,"Yếu kém, cho 0 sao nào luôn😡😡😡😡",1,False,"Lúc nào cũng báo bảo trì,",qaz1122334455667788
503,2022-01-27 12:58:38,,App ngok ngek ăn rồi bảo trì,1,False,App ngok ngek,Sugiachinhnghia
504,2022-01-27 12:24:28,,"Cập nhật lên phiên bản mới nhất lỗi thông báo số dư , ck từ sáng đến 10h tối mới thông báo biến động , bị hơn 1 tuần nay rồi",1,False,Lỗi ko thông báo số dư,háddalo
505,2022-01-27 11:53:55,,Quá kém,1,False,Ko ra gì,tugucci
506,2022-01-26 10:55:39,,Nhập đúng mk vãn k vô đc.R bị khoá?,1,False,Đểu,thắngpeacepul
507,2022-01-24 16:41:06,,"Áp gì mà chất lượng kém 1 cách hết lời để chê, để đăng nhập mà nhận diện khuôn mặt 1 h chưa được, cười toét miếng, nhắm mắt, hếch mũi vẫn không vào được. Chắc gửi tiền vào rồi rút tại cây ATM , chứ ngữ này mà đi thanh toán trực tuyến có nó đấm cho thâm mắt. Năng lực kém,",1,False,Quá tệ !,Hoàng 37 !
508,2022-01-24 10:33:20,,"Ngân Hàng Trong Top 4 ông Lớn mà app kém chất lượng
Mở thẻ online làm đến cả chục lần vẫn bảo hình ảnh không hợp lệ.
Bực đến nỗi xoá app ngay lập tức
Mà trong khi đó ngân hàng khác mở thẻ online hơn phút là xong..",1,False,Chất Lượng Kém,Phê Bình123
509,2022-01-22 04:54:09,,Đổi đt đăng nhập vào trên đt mới ko thể nào mà vào đc cái phần xác nhận khuôn mặt để gần trong khuôn rồi vẫn bảo để xa bó tay đề nghị sửa lỗi,1,False,Không thể đăng nhập đc,phần mềm lởm
510,2022-01-20 03:59:15,,"Spam thông báo quá nhiều, không có tuỳ chọn loại thông báo muốn nhận 1*",1,False,Spam thông báo,baclv
511,2022-01-20 03:39:41,,Gọi đc 10s là tắt,1,False,CSKH như..,23₫)
512,2022-01-17 06:41:04,,Tôi đã dùng viettin ipay mấy năm rồi mà đổi điện thoại là bắt chụp lại cmnd 2 mặt. Phiền phức.,1,False,Lỗi đăng nhập điện thoại mới.,thích chát
513,2022-01-17 06:09:28,,quá tệ 1 sao nếu được sử dụng lại không bao giờ chọn Viettinbank,1,False,"Ngân hàng hay mất kết nối xử lý chậm chạp, gọi điện thoại hotline 10 cuộc mới thấy nv tư vấn",bom2906
514,2022-01-17 02:06:49,,Cannot make transaction to my stock account,1,False,Cannot make transaction to my stock account,matthew nguyễn
515,2022-01-16 17:36:24,,App không có thống kê tổng chi và thu của tài khoản như MBbank,1,False,Thiếu chức năng,locleee30
516,2022-01-16 10:55:34,,Giấy tờ đầy đủ khuôn mặt tích xanh rồi xong vẫn báo lỗi face. Như đbrr,1,False,Đăng nhập,0368980281
517,2022-01-15 04:37:35,,"App như lol, bị bực mình vì cái thủ tục đăng nhập. Chụp cmnd rồi khuôn mặt nhưng cuối cùng vẫn báo lỗi khuôn mặt không đúng tiêu chuẩn. Éo thể nào dùng được ngân hàng này đâu, làm khách hàng bực mình thôi.",1,False,Không đăng nhập đc,biệt con kak
518,2022-01-13 14:02:54,,"Tự dưng mất phí gì 44k , phí hàng tháng nữa :))",1,False,Mất phí nhiều:)),Diệp xđ
519,2022-01-12 08:17:07,,Ngân hàng lỗi liên tục mn đừng dùng ngân hàng này,1,False,Ngân hàng quá tệ tẩy chay,Vukatavip
520,2022-01-10 13:43:59,,"Bị lỗi rất nhiều lần về vấn đề đăng nhập và đổi pass 
Đăng nhập vào lúc xác thực khuôn mặt cứ báo lỗi khuôn mặt đã tồn tại  
Cái mặt tồn tại đó là tui chứ ai trờiiii",3,False,Báo lỗi,qưertisoba c
521,2022-01-06 04:49:16,,Tôi bị mất chứng minh thư và khi đăng nhập vào iPay lại không thể đăng nhập được. Vậy tính chất ổn định của ngân hàng là không cao. Là chủ nhân của tk mà không thể vào sức app hết sức vô lý chỉ sau khi cập nhật bản 5.3.1.,3,False,Yêu cầu chứng minh thư và chụp hình gây khó khăn cho việc sử dụng phần mềm trên smart phơn,pham van xiếc
522,2022-01-10 08:35:10,,"suốt ngày bảo trì lại còn trừ lắm phí, sai lầm khi dùng vietinbank:)",1,False,"lỗi, lắm phí",tengiketui!!!!
523,2022-01-09 10:29:39,,Ủa thế đến khi nào mới đk được cái tài khoản :)),1,False,:),Thỏ hacker
524,2022-01-07 09:00:08,,"Mất cmnd, làm lại ngày cấp khác, số như cũ app cũng không chấp nhận. Giờ không đăng nhập được trên thiết bị mới, phải ra quầy đổi à? Viết app máy móc!",2,False,Ngày câp cmnd,thienan1404
525,2022-01-04 09:19:38,,App dùng ok nhưng mong là đổi lại phương thức xác nhận giao dịch bằng mã pin hoặc otp :’) nhiều khi ra đường chuyển khoản tiền mà cứ phải phơi mặt ra cười với nghiêm túc nhìn cam em thực sự mệt mỏi á :),4,False,abc,Klinhhefhes
526,2022-01-06 02:24:33,,Không nên xài,1,False,Ngân hàng phí cắt cổ. Trừ phí linh tinh tào lao. Làm việc thái độ,nhncldumacc
527,2022-01-05 10:50:33,,"Một ngân hàng lớn mà làm ra cái app  không ra ôn gi ,nên bỏ bước chụp CCCD với Khuông mặt khi mỗi lần cài app lại hoặc đổi điện thoại rất phiền phức trong khi chụp hoàn tất rõ nét mà vẫn báo lỗi, mấy ngân khác người ta chỉ cần đăng nhập vô thôi chứ đâu phải chụp này chụp nọ với cái app tào lao",1,False,App lỗi,khach hàng 84
528,2022-01-05 10:49:18,,"Chuyển tiền 24/7 toàn gặp phải lỗi “Ngân hàng thụ hưởng bị lỗi”, gặp nhiều làm công việc trì trệ rất nhiều!",2,False,Tệ,ieniverse
529,2022-01-05 07:38:17,,Ứng dụng quá tuyết,5,False,Hâyhy,nsnshsnsns
530,2022-01-05 05:24:51,,"Sau khi sử dụng nhiều app của các ngân hàng, tôi chọn app VietinBank iPay Mobile. Rất nhiều tiện ích, giao dịch tiện lợi.",5,False,Ứng dụng ngân hàng hiện đại,Dat Nguyen Quoc
531,2022-01-05 02:09:58,,Giao diện của VietinBank nhìn đẹp mắt nhất.,5,False,Giao diện,foxpayluadaofptluadao
532,2022-01-05 01:37:45,,"Giao diện đẹp, dễ sử dụng, update các ver mới liên tục",5,False,Lanttt4,lanttt4
533,2022-01-04 21:07:12,,"mỗi tài khoản của mình ck là báo lỗi, rất bực",1,False,App lỗi,Razer Duy
534,2022-01-04 10:54:28,,Chất lượng quá kém,1,False,Chất lượng,tại sao ko tải ₫ược
535,2022-01-02 10:12:30,,Tot,4,False,Nhận xét,namck2020@@
536,2022-01-02 06:15:06,,"app sử dụng tốt, ít lỗi",5,False,tốt,yuuuiaskxj
537,2022-01-02 02:08:26,,"Xác nhận khuôn mặt mất quá nhiều thời gian, cuối cùng vẫn ko được mặc dù thử đến 3 4 lần",1,False,Kém,Minhsplendid
538,2022-01-01 12:37:16,,"Nhận diện khuôn mặt vào app khá tệ, chụp giấy tờ cmnd rồi so với ảnh chụp không khớp. Không hiểu nổi app thế nào, làm cản trở giao dịch. Thật kho chịu.",1,False,Đăng ký nhận diện khuôn mặt,hdhhien
539,2022-01-01 11:57:43,,Gọi sđt ko thấy có hỗ trợ gì từ khách hàng,1,False,Làm Việc kém,CROSSFIRE HD
540,2021-12-30 04:33:42,,Cả tiếng lập tài khoản mà nhận diện khuông mặt ko dc,3,False,Nhận diện khuông mặt tệ,wait4you_haunguyen
541,2022-01-01 06:48:25,,"1. App cần cải thiện tốc độ về biến động số dư trên app, so với vcb vẫn còn chậm lắm.
2. Bỏ duy trì số dư tối thiểu 50k
Đó là vấn đề của người dùng khi sử dụng dịch vụ bên mình, mong NH cải thiện trong thời gian tới để phục vụ, thu hút nhiều KH hơn.",5,False,GÓP Ý,DOAN HOAI NHAN
542,2022-01-01 04:16:53,,"Nhân viên không có trách nhiệm để cây atm nuốt thẻ của khách hàng, đứng nắng hơn 1 tiếng để điện thoại lên trung tâm mới được, mất hơn 100k tiền điện thoại chỉ để hẹn vào 3 ngày tiếp theo. Không bao giờ dùng và giới thiệu ngân hàng này nữa.",1,False,Chăm sóc khách hàng quá tệ,Bạch Tiểu Phiến
543,2021-12-31 15:04:18,,Dùng rất tệ,1,False,Ứng dụng,tintx87
544,2021-12-31 13:50:22,,"em sinh viên, đăng ký thẻ do cùng ngân hàng với trường, lâu lâu em mới nạp tiền vô mà bị trừ quá nhiều, em sẽ chuyển ngân hàng khác",1,False,thuế cao,dnbdjdhdbd
545,2021-12-30 15:32:18,,"Trước mình mở tk online k biết dc hay chưa ! Hôm kia ra trực tiếp bank có stk rồi chỉ cần làm thẻ . Thái độ ăn nói mỉa mai coi thường khách hàng , làm khách hàng xấu hổ trước đám đông . Chi nhánh xuân trường nam định ( một người phó phòng và một cậu thanh niên ) tạm biệt luôn",1,False,Thái độ phục vụ,Trần Đức Duy 9999
546,2021-12-25 22:12:55,,"Tải và Định Danh CMND/CCCD + SDT và Nhập Mã Giới Thiệu ( 0973713773 )...
....Cuối Cùng thực hiện 2 giao dịch Nhận/Chuyển tiền bất kỳ và Lụm ngay 50k",5,False,Ứng Dụng Quá Tốt 5*,simalooo
547,2021-12-29 10:43:20,,Đứa nào tạo ra cái bảo mật facepay ngu k tả nổi. Mẹ nó ngồi nheo mắt quay đầu cả tiếng k được.,1,False,Bảo mật tào lao,dgfhjugjllhvbj
548,2021-12-28 04:00:44,,Mấy ngân hàng khác thấy phí này kia hầu như miễn hết rồi. Ngân hàng này thấy trừ tùm lum. Nào bảo hiềm nào đọc nợ. Nào VAT.bảo hiểm thẻ. Phí thường niên. Phí duy trì. Các kiểu.   kính thưa các loại.  Hèn j ngân hàng lớn hoat động lâu nhưng ng dùng đánh giá dưới 4 sao,1,False,Phí dịch vụ,ba henry
