,date,review,rating,isEdited,userName,title,developerResponse
1214,2022-01-22 08:12:12,hài lòng khi sử dụng dịch vụ,5,False,xu chenling,tốt,"{'id': 27605566, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T11:10:05Z'}"
1215,2022-01-22 07:11:36,"Đơn giản, dễ xài",5,False,Phùng Tấn Đăng Khoa,Tốt,"{'id': 27605564, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T11:10:01Z'}"
1216,2022-01-22 05:44:47,Một ứng dụng tuyệt vời ai cũng nên có thanh toán rất tiện lợi,5,False,bác tính,Good,"{'id': 27605562, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T11:09:55Z'}"
1217,2022-01-22 04:00:04,"Chuyển tiền nhanh chóng,không mất phí.",5,False,thanh 1234567,Tốt,"{'id': 27605557, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T11:09:46Z'}"
1218,2022-01-22 01:26:41,"Nên để lại MẦU NHẬN DIỆN THƯƠNG HIỆU.
trân trọng",5,False,cuongsing,Mầu nhận diện,"{'id': 27605553, 'body': 'Chào bạn! Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2022-01-23T11:09:35Z'}"
1219,2022-01-21 19:40:53,App nhập sai số điện thoại k đăng xuất để nhập số điện thoại khác được lại phải xoá đi tải lại éo hiểu kiểu j,1,False,đlkm garena,Cùi,"{'id': 27605535, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2022-01-23T11:09:01Z'}"
1220,2022-01-21 05:20:35,Ứng dụng chạy chậm hơn trước :)) đơ đơ lác lác :)),4,False,agronabhd,Phản ánh,"{'id': 27605340, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:59:35Z'}"
1221,2022-01-21 17:31:28,"Tk có 160k mà ck 110k nó ko cho ck ôi trời hãm đcđ xong rồi 1 hồi chưa làm đc gì tự out ra hết hạn lại vào laik lại xác minh, cập nhật giao diện như cái quần què á",1,False,nhunguyen0174,Tk có 160k mà ck 110k nó ko cho ck ôi trời hãm đcđ,"{'id': 27605505, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T11:07:30Z'}"
1222,2022-01-21 14:57:11,"Phiên bản mới này có giao diện đơn giản, dễ nhìn. Chuyển khoản nhanh hơn",5,False,hatinh12,Phiên bản cập nhật,"{'id': 27605469, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T11:06:09Z'}"
1223,2022-01-21 12:40:23,"Dùng mấy ngân hàng rồi sau chuyển qua Agribank hết, ko thiếu 1 tính năng nào từ đặt phòng, đặt xe, máy bay (có ưu đãi) mua hàng qua tính năng VNSHOP quá tiện",5,False,đnjđjdn,Nt,"{'id': 27605463, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T11:06:01Z'}"
1224,2022-01-21 11:30:43,sử dụng app này tiện lợi không cần dùng đến tiền mặt hoặc thẻ NH,5,False,trn2222222,Tốt,"{'id': 27605457, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T11:05:42Z'}"
1225,2022-01-21 07:57:08,Tôi đang sử dụng ứng dụng E-banking của Agribank và cực kì không hài lòng về ứng dụng bảo trì liên tục khiến cho việc chuyển và nhận bị giãn đoạn làm chậm công việc của tôi,1,False,Kpopinow,Không hài lòng,"{'id': 27605361, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T11:00:44Z'}"
1226,2022-01-21 07:08:58,"Có thể xem biến động số dư mà không cần đăng nhập tài khoản, mong sớm Fixx lỗi",1,False,TTNPhuong,Phiên bản Update bị lỗi,"{'id': 27605358, 'body': 'Dạ, bạn vui lòng liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-01-23T11:00:32Z'}"
1227,2022-01-19 10:19:29,Lỗi app liên tục,4,False,ngường vô danh,Lỗi,"{'id': 27605274, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:55:23Z'}"
1228,2022-01-21 05:06:43,Quá thất vọng,1,False,tuandz..,Suốt ngày bảo trì thật sự rất chán,"{'id': 27605336, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:59:27Z'}"
1229,2022-01-21 05:01:31,Ứng dụng quá chậm chạp. Lỗi hệ thống liên tục. Nản ngân hàng agribank,3,False,Linh7379371593,Ứng dụng quá chậm chạp. Lỗi hệ thống liên tục. Nản ngân hàng agribank,"{'id': 27605335, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:59:20Z'}"
1230,2022-01-21 03:49:45,"Good app. ứng dụng tốt, tổng đài nhiệt tình",5,False,5()&₫;₫₫&,Tốt,"{'id': 27605331, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:59:06Z'}"
1231,2022-01-21 02:09:39,"thanh toán tiện lợi, tốc độ nhanh, nạp tiền và chuyển tiền không mất phí. tanh toán các loại hóa đơn đơn giản hơn trước rất nhiều",5,False,linnhng,Good,"{'id': 27605329, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:59:01Z'}"
1232,2022-01-20 18:19:52,"Dịch vụ miễn phí chuyển khoản rất ok, ngân hàng phục vụ tận tình.",5,False,gùibfib,"App sử dụng rất tốt, tiện ích","{'id': 27605327, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:58:57Z'}"
1233,2022-01-20 16:48:23,Ứng dụng tiện tốt 👍🏻,5,False,Trucphamm,Ứng dụng tiện tốt 👍🏻,"{'id': 27605324, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:58:51Z'}"
1234,2022-01-20 16:42:21,giao dịch nhanh hiệu quả 🤩,5,False,cha ngot,👌🏻,"{'id': 27605318, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:58:40Z'}"
1235,2022-01-20 16:21:36,"ngồi nhà thanh toán được tất tật các thể loại hóa đơn, tiện lắm",5,False,Trangepu,Tốt,"{'id': 27605316, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:58:33Z'}"
1236,2022-01-20 16:14:16,"Ổn, giao diện đơn giản nhưng đầy đủ tính năng, thanh toán được nhiều loại hóa đơn rất tiện ích",5,False,TLEEEN,NX,"{'id': 27605313, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:58:24Z'}"
1237,2022-01-20 15:10:52,Chán luôn,2,False,tmtbp,"Mỗi lần chuyển máy hoặc tải lại lại bắt chụp căn cước và nhận diện lại quá phiền phức,","{'id': 27605310, 'body': 'Hiện tại để đảm bảo an toàn tuyệt đối cho tài khoản, khi tải lại ứng dụng hoặc thay đổi thiết bị ứng dụng sẽ yêu cầu xác nhận thông tin bằng giấy tờ tùy thân. Bạn vui lòng xác nhận theo yêu cầu của ứng dụng giúp ad nhé ạ', 'modified': '2022-01-23T10:58:07Z'}"
1238,2022-01-20 14:49:30,"App dùng tốt có nhắc đóng tiền điện về đỡ bị quên, thông báo số dư dễ theo dõi. OK ok",5,False,phongvu3105,Tốt,"{'id': 27605284, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:56:12Z'}"
1239,2022-01-20 11:17:27,"Từ ngày dùng agribank chưa thấy lỗi lầm gì, giao diện đơn giản. nhiều tính năng hay, chúc Agribank ngày càng phát triển hơn nữa",5,False,thuhuyn23,.,"{'id': 27605281, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-01-23T10:56:02Z'}"
1240,2022-01-17 19:25:03,"Ứng dụng cần bổ sung mục hiện tên người nhận tiền sau khi nhập xong tài khoản nhận tiền. Để cho người chuyển tiền dễ dàng kiểm tra xem tên người nhận có khớp với số tài khoản cần chuyển không, tránh bị chuyển nhầm sang tài khoản khác.",4,False,chinh trieu,Ứng dụng cần nâng cấp,"{'id': 27524572, 'body': 'Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2022-01-19T02:06:10Z'}"
1241,2022-01-19 10:17:10,Lỗi lằm lỗi lốn,1,False,vào không được ok,Chậm,
1242,2022-01-19 10:07:23,"App giao dịch tiền mà thường xuyên lỗi, quá trình giao dịch chuyển, nhận tiền thường xuyên không thực hiện được
App thường xuyên báo lỗi hệ thống gây khó khăn và phiền phức cho người dùng, trải nghiệm người dùng quá tệ sao một ngân hàng lớn lại vận hành một app giao dịch tệ quá vậy",1,False,jklqusjdb,Quá tệ cho một app giao dịch của một ngân hàng lớn,"{'id': 27605271, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:55:12Z'}"
1243,2022-01-19 09:58:41,App lỗi liên tục,1,False,Ultimate93,App lỗi,"{'id': 27605254, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:54:24Z'}"
1244,2022-01-19 09:54:35,"App quá tệ
Chuyển tiền chậm
Load quài không xong
Đề nghị nâng cấp app lên
Dùng muốn trầm cảm
Chờ nó chạy hết thanh xuân",1,False,gbdhjsnwbdnsjwfnwkkwdj,App quá tệ,"{'id': 27605252, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:54:18Z'}"
1245,2022-01-19 09:34:02,Quá chán,1,False,TThao7196,Ngân hàng gì suốt ngày báo lỗi. Tệ thật sự,"{'id': 27605250, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:54:13Z'}"
1246,2022-01-19 09:20:14,"Ứng dụng lỗi liên tục, đăng nhập được nhưng k ktra số dư được.",1,False,dung24121996,19/1/2022,"{'id': 27605249, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:54:07Z'}"
1247,2022-01-19 08:34:59,Suốt ngày lỗi bực hết cả mình !,1,False,công !,Lỗi,"{'id': 27605239, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-23T10:53:46Z'}"
1248,2022-01-18 04:08:18,gf,2,False,afcggdxfe,cái sác minh khuân mặt ức chế thực sự mãi không xác minh,
1249,2022-01-17 07:07:28,"Bước đầu thấy thuận tiện, dễ tải dễ sử dụng 👁👁💐💐",4,False,👨‍👩‍👦‍👦🌹🌹,Dễ tải dễ sử dụng 😍👁💐💐,"{'id': 27524561, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ!', 'modified': '2022-01-19T02:05:39Z'}"
1250,2022-01-14 15:04:35,Tại sao ngân hàng khác tìm tôi lại k được,3,False,ha kenji,Tìm tài khoản,"{'id': 27466228, 'body': 'Chào bạn! Bạn vui lòng liên hệ giúp ad đến số hotline ngân hàng Agribank: 1900558818 để được hỗ trợ thông tin chi tiết nhé.', 'modified': '2022-01-16T13:07:28Z'}"
1251,2022-01-17 03:48:29,Ngân hàng làm việc quá chậm. 1 ngân hàng lớn mà để giao dịch 2 tiếng đồng hồ không xong. Kém,1,False,kemluan21,Chất lượng,"{'id': 27524551, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-19T02:05:24Z'}"
1252,2022-01-16 12:29:46,Tệ thật sự ! 🙄,1,False,vietcuong911,Quá tệ,"{'id': 27524545, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-19T02:05:14Z'}"
1253,2022-01-12 02:12:22,"Em đã từng xoá app, nay em tải lại nó lại hiển thị mở mà không phải tải xuống là sao ạ.",5,False,asme99,Giải đáp thắc mắc giúp em ạ,"{'id': 27466219, 'body': 'Chào bạn! Bạn vui lòng cung cấp thông tin số điện thoại, dòng máy đang sử dụng và ghi rõ nội dung cần hỗ trợ gửi tới địa chỉ email chamsockh@vnpay.vn hoặc liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-01-16T13:06:30Z'}"
1254,2022-01-13 21:17:05,"thường xuyên bảo trì, những lúc cần thiết không rút hay chuyển tiền được",1,False,hsisbehdgd,tạm,"{'id': 27466221, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-16T13:06:55Z'}"
1255,2022-01-12 18:18:22,Quá chán.app là suốt mà phí cắt cổ k như ngân hàng khác dùng ngon mà đc free,1,False,HiệpS2huyen,Quá chán,"{'id': 27466220, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-16T13:06:50Z'}"
1256,2022-01-10 15:01:20,"chi phí hằng tháng đắt, k tiện lợi, làm gì cũng cần phải ra ngân hàng",2,False,LTT03.,Quá chán,"{'id': 27466204, 'body': 'Chào bạn! Các khoản phí trừ trong tài khoản đều do ngân hàng Agribank trực tiếp thu và quy định thời gian trừ phí. Bạn vui lòng liên hệ giúp ad đến số hotline: 1900558818 để được hỗ trợ thông tin chính xác về các khoản phí nhé ạ.', 'modified': '2022-01-16T13:05:13Z'}"
1257,2022-01-12 01:43:57,nhận diện tên sai 7749 lần???,1,False,jinhhhhhh99876,không hài lòng,"{'id': 27466211, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, bạn vui lòng cung cấp thông tin số điện thoại, dòng máy đang sử dụng và ghi rõ nội dung cần hỗ trợ gửi tới địa chỉ email chamsockh@vnpay.vn hoặc liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-01-16T13:05:46Z'}"
1258,2022-01-11 14:56:53,"App dạo này làm mình quá thất vọng. Tiền mặc dù đã được chuyển tới mình, trong biến động số dư ghi đã cộng thêm khoản tiền nhưng tài khoản không được cộng đồng nào dù là chuyển khoản nội bộ :)))) ko hẹn gặp lại",1,False,antilazada because ChiPu,Thật sự thất vọng,"{'id': 27466209, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-16T13:05:38Z'}"
1259,2022-01-11 03:41:11,Lúc nào cũng lag,1,False,Đạt 9981,Quá tệ,"{'id': 27466207, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-16T13:05:23Z'}"
1260,2022-01-06 11:52:19,"Ứng dụng tốt, nhưng phần thông báo k cho xoá những tin ít quan trọng,muốn xoá phải xoá tất cả nên hơi bất tiện.",4,False,xxxxuan nhat,Báo lỗi,"{'id': 27466172, 'body': 'Chào bạn! Bạn vui lòng thao tác ấn giữ tin thông báo bạn muốn xóa, sau đó chọn ""Xóa"" để xóa thông báo đó giúp Admin ạ.', 'modified': '2022-01-16T13:02:28Z'}"
1261,2022-01-10 09:00:24,Bộ phận ít có được trả lương k ? Mà làm việc tệ vậy . Đả liên hệ tổng đài rất nhiều lần nhưng không đc phản hồi và giải đáp .,1,False,ạhejheb,Chuyển tiền không thành công nhưng không hoàn tiền lại,"{'id': 27466201, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-16T13:04:54Z'}"
1262,2022-01-09 07:45:12,Chụp ảnh rất rõ ràng đầy đủ không run mà cứ báo không hợp lệ,1,False,anmayan1411,Tệ,"{'id': 27466198, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, bạn vui lòng cung cấp thông tin số điện thoại, dòng máy đang sử dụng và ghi rõ nội dung cần hỗ trợ gửi tới địa chỉ email chamsockh@vnpay.vn hoặc liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-01-16T13:04:37Z'}"
1263,2022-01-08 05:37:32,"K nên dùng tk agribank nhé. Bắt giữ 50k trong tk k như mb dc dùng thoải mái, xong còn tự động trừ phí cắt cổ rõ mk đã huỷ mobile banking. Dùng chỉ phí tiền xong giao diện khó tra biến động sd cũng khó
Đừng nên dùng",1,False,babsud,K nên dùng,"{'id': 27466195, 'body': 'Chào bạn! Các khoản phí trừ trong tài khoản đều do ngân hàng Agribank trực tiếp thu và quy định thời gian trừ phí. Bạn vui lòng liên hệ giúp ad đến số hotline: 1900558818 để được hỗ trợ thông tin chính xác về các khoản phí nhé ạ.', 'modified': '2022-01-16T13:04:23Z'}"
1264,2022-01-08 00:52:41,"chuyển khoản liên ngân hàng thường bị lỗi, ứng dụng đăng nhập vào chụp hình mãi không được cùi bắp",1,False,trangpham1357,chuyển khoản liên ngân hàng bị lỗi,"{'id': 27466189, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, bạn vui lòng cung cấp thông tin số điện thoại, dòng máy đang sử dụng và ghi rõ nội dung cần hỗ trợ gửi tới địa chỉ email chamsockh@vnpay.vn hoặc liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-01-16T13:03:49Z'}"
1265,2022-01-07 12:59:58,Không thể xem được số dư. Liên tục báo lỗi hệ thống,1,False,luong1710,Quá tệ,"{'id': 27466187, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-16T13:03:37Z'}"
1266,2022-01-07 11:26:22,Nạo tiền vào nhưng khi rút số dư phải trên 20k mới rút được như,1,False,TrinhHung8686,Không bằng mbbank,"{'id': 27466185, 'body': 'Bạn vui lòng liên hệ giúp ad đến số hotline ngân hàng Agribank: 1900558818 để được hỗ trợ thông tin chi tiết nhé.', 'modified': '2022-01-16T13:03:25Z'}"
1267,2022-01-07 11:00:54,App lag,1,False,vkkrcxk,TỆ,"{'id': 27466179, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-16T13:02:51Z'}"
1268,2022-01-04 13:27:06,"Dạo này hệ thống lỗi quá đăng nhập chậm, vào kiểm tra tài khoản không được, chuyển khoản cũng khó khăn. Đề nghị kiểm tra lại",2,False,doanvantrung,Lỗi quá,"{'id': 27294159, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, bạn vui lòng cung cấp thông tin số điện thoại, dòng máy đang sử dụng và ghi rõ nội dung cần hỗ trợ gửi tới địa chỉ email chamsockh@vnpay.vn hoặc liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-01-07T08:18:03Z'}"
1269,2022-01-05 04:01:14,Xác nhận khuôn mặt mất quá nhiều thời gian mà vẫn ko được,1,False,Minhsplendid,Kém,"{'id': 27294173, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, bạn vui lòng cung cấp thông tin số điện thoại, dòng máy đang sử dụng và ghi rõ nội dung cần hỗ trợ gửi tới địa chỉ email chamsockh@vnpay.vn hoặc liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-01-07T08:18:28Z'}"
1270,2022-01-04 23:24:41,Ứng dụng lỗi thường xuyên.chuyển tiền chậm trễ.NẢN,1,False,Bao @,"Mất thời gian chuyển khoản(5,6 giờ)","{'id': 27294167, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-07T08:18:19Z'}"
1271,2022-01-04 13:45:11,Ngân hàng suốt ngày lỗi. Chán,1,False,linhmithg,Đánh giá,"{'id': 27294162, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-07T08:18:11Z'}"
1272,2022-01-03 07:49:50,"khi cần tiền gấp.gọi bank vào agribank chắc chếtt
r chưa nhận đc tiền quá.trong khi ngân hàng khác nhận tiền trong 30s.đây là điểm yếu cạnh tranh",2,False,qưẻtyuiiô,người dùng,"{'id': 27228063, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2022-01-04T11:03:16Z'}"
1273,2022-01-04 12:19:36,Quá tệ,1,False,Chú Mèo,Tệ,"{'id': 27294154, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-07T08:17:49Z'}"
1274,2022-01-04 11:54:47,Ngân hàng nhà nước mà suốt ngày lỗi,1,False,cânh vi cay,Hệ thống tồi tệ,"{'id': 27294153, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-07T08:17:40Z'}"
1275,2022-01-04 11:29:24,"Thường xuyên lỗi, chuyển tiền rất khó khăn, trừ rất nhiều khoản phí, nhiều khi chẳng biết phí gì. Bực nhất là chuyển khoản không có thông tin trong lịch sử 3-4 hôm sau trong lịch sử mới có cập nhật lên. Trễ nãy vậy ai chứng cho =.=",1,False,KaraOri,"Ứng dụng thường xuyên lỗi, chuyển tiền khó khăn.","{'id': 27466150, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2022-01-16T13:00:02Z'}"
