,date,review,rating,isEdited,userName,title,developerResponse
123,2022-12-15 15:30:56,"Không thể chịu nổi, bực mình khó chịu, ăn no cập nhật hoài, rồi ko cho xài, chờ đó mấy tháng nữa bỏ xài ngân hàng khác bây giờ đó, muốn banking đợi cập nhật phát điên người",1,False,ghét vib phiên bản 2.0,Sai lầm lớn nhất là đi sử dụng bản 2.0 của VIB,
124,2022-12-15 15:21:20,"Vào nhiêu đánh giá kém không nghe ý kiến khách hàng,không hiểu update gì liên tục vậy,k cải thiện thêm Dc chức năng j",1,False,phiền phức 88666666,Quá phiền,
125,2022-12-15 15:07:52,"Suốt ngày bắt cập nhập, app như hạch",1,False,Nachuoichen,1 sao,
126,2022-12-15 13:46:15,"Cái app giao diện quá xấu so với cái My vib cũ1.0, hối hận khi nâng cấp, thất vọng tràn trề với cái giao diện trắng, đen, cam.. 3 màu tui ghét nhất. Chữ to mà ko thể hiện đầy đủ cứ mập mờ.. nói chung dịch vụ VIB ok chỉ là chán ngẩm cái giao diệ 2.0 này. Mong cải thiện sớm.",2,False,xuan pham1105,Giao diện vib2.0 quá kinh khủng với tôi,"{'id': 35050360, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng MyVIB 2.0. VIB luôn lắng nghe, ghi nhận các góp ý và vẫn đang tiếp tục nghiên cứu để phát triển ứng dụng, đáp ứng ngày càng tốt hơn nhu cầu của khách hàng. Rất mong bạn tiếp tục ủng hộ, đồng hành cùng VIB.\r', 'modified': '2023-02-24T08:36:04Z'}"
127,2022-12-15 12:19:46,"App gì mà suốt ngày bắt cập nhật, mở ra chuyển khoản là bắt cập nhật. Chức năng tắt thông báo dường như vô dụng, tắt các thông báo khuyến mãi rồi mà vẫn hiện như bt",1,False,rthxkoa,App kém thông minh,
128,2022-12-15 09:09:11,"Ap cùi kịn đi đc, thêm đc cái thông báo biến động số dư qua ap chứ chả hơn gì, ap 1.0 còn xem đx thông tin ngừoi ck nhìn mà chán, sao cập nhập nó chán vậy",2,False,iam keroc,Hầy,
129,2022-12-14 00:37:14,"App suốt ngày bị lỗi liên tục , tệ",1,False,Hoàng Thị Nguyên,"App suốt ngày bị lỗi liên tục , tệ",
130,2022-12-12 12:52:07,Cần thêm mục khoản vay tháng sau nhưng app vib cũ,4,False,linhnguyen1988,Không thấy báo nợ tháng sau,
131,2022-12-13 05:10:05,"1. Tại màn hình chuyển tiền không hiển thị số dư khả dụng. 
2. Không hiển thị đầy đủ tên người nhận trong giao diện chuyển tiền ( chỉ thể hiện 2 chữ cuối của tên)
Đề nghị Vib cải thiện để thuận tiện cho người dùng.",3,False,ANTTHU123,Cải thiện giao diện chuyển tiền,"{'id': 34984676, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng MyVIB 2.0. VIB rất xin tiếc về những trải nghiệm không tốt mà bạn gặp phải. VIB luôn lắng nghe, ghi nhận các góp ý và vẫn đang tiếp tục nghiên cứu để phát triển ứng dụng, đáp ứng ngày càng tốt hơn nhu cầu của khách hàng. Rất mong bạn tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!\r', 'modified': '2023-02-21T07:09:46Z'}"
132,2022-12-13 05:00:41,Các NH khác mở online nhanh phút mốt. Ngân hàng này đăng ký cả chục lần đều báo CCCD ko hợp lệ. Trải nghiệm quá khó chịu.,1,False,hdbdbndknav,Ko ok,
133,2022-12-07 08:39:55,"1/ mặc dù đã thông báo biến động số dư qua app nhưng rất rối
2/ khi gửi tiết kiệm trực tuyến ko liên kết các tài khoản như app cũ, cứ phải chuyển đi chuyển lại rất phiền
3/ giao diện cũng rối hơn
Hy vọng các bạn cải thiện",2,False,Lavieisme,App khá rối,"{'id': 35050665, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. VIB vẫn đang tiếp tục nghiên cứu và cải thiện ứng dụng để đáp ứng ngày càng tốt hơn nhu cầu của khách hàng. Rất mong bạn sẽ tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!\r', 'modified': '2023-02-24T08:50:15Z'}"
134,2022-12-12 03:42:48,App cùi quá. Đề nghị điều chỉnh lại app. Lúc làm lệnh chuyển tiền k hiển thị hết được tên người nhận và số tài khoản để kiểm tra lại xem có bị nhầm k,1,False,mẹ gấu 87,App cùi,
135,2022-12-11 10:49:24,Trong khi cập nhật xong đổi mã OTP rồi mã pin rút tiền ATM bị sai lỗi hệ thống quá tệ,1,False,hiếu 8964,Cập nhật xong rút tiền ATM bị sai mã pin,
136,2022-12-11 06:33:33,"Tắt thông báo quảng cáo trong app vẫn nhận cả loạt qc rác từ VIB. Bạn mình vì mấy cái thông báo rác này mà ko để ý biến động số dư bất thường, h đang phải đi đòi tiền =)))",1,False,trungtuans,Bị spam thông báo quảng cáo =))),
137,2022-12-10 01:20:22,"- Giao diện chưa đẹp
- Không thông báo dư nợ thẻ tín dụng tại ngày đến hạn
- Thanh toán dư nợ tại option thanh toán toàn bộ không hiện số tiền nên không thanh toán được, phải nhập tay số tiền ở mục số tiền khác, rất mất công",1,False,Dosirist,Cần cải thiện,
138,2022-12-06 09:16:29,Tắt thông báo khuyến mãi trong app nhưng ngày vẫn nhận vài lần,1,False,luong gia bao,Tắt thông báo khuyến mãi trong app nhưng ngày vẫn nhận vài lần,"{'id': 33926335, 'body': 'luong gia bao, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:04:51Z'}"
139,2022-12-05 15:43:21,"- Không nhìn tổng quan đc dư nợ và dư có như app 1.0
- khá rối khi thao tác chuyển tiền, dễ gây nhầm lẫn giữa các tk
- tại sao bản nâng cấp mà lại thua bản cũ 1.0",1,False,hinabi..,Khá rối,"{'id': 33926343, 'body': 'hinabi.., Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:05:22Z'}"
140,2022-12-04 08:35:30,Ai đã chuyển từ 1.0 sang 2.0 cho mình hỏi với,5,False,Call Me Cody,App đã hoàn thiện hơn chưa?,
141,2022-12-05 10:41:49,Như đầu buồi,1,False,jfgbjghbnjgg,Như đầu buồi,"{'id': 33926350, 'body': 'jfgbjghbnjgg, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Bạn vui lòng cho VIB biết bạn đang gặp phải trải ngiệm không tốt nào để VIB có thể hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:05:43Z'}"
142,2022-11-28 16:48:40,Mặc dù đã tắt thông báo những dịch vụ không cần thiết nhưng vẫn nhận thông báo,5,False,Bảo Luong,Thông báo rác,
143,2022-12-04 04:12:04,"Mua đánh giá hay gì mà 4.7 sao. Cái app tệ ơi là tệ, bao giờ mới fix lỗi Smart OTP đây??

Bản cập nhật 04.11.2022 vẫn chưa sửa lỗi smart otp. 😀Hảo app.",1,False,mrkakakakka,Smart OPT lỗi rất lâu mà không chịu sửa.,"{'id': 33926355, 'body': 'mrkakakakka, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:06:15Z'}"
144,2022-12-03 07:15:27,"Đã chọn tắt hết thông báo khuyến mãi + thông báo khác nhưng ngày vẫn 150 cái thông báo khuyến mãi các kiểu, cực kỳ phiền 🙄🙄 update nhanh không huỷ hết thẻ đổi qua ngân hàng khác 🙄🙄",1,False,VIB ngu si,Tắt hộ cái thông báo!,"{'id': 33926358, 'body': 'VIB ngu si, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:06:33Z'}"
145,2022-12-02 07:21:20,"Không có thông tin để liên hệ chăm sóc khách hàng, thanh toán shopee phải ít nhất 100k, nạp ví shopee pay cũng ít nhất 100k mới nạp được. Quá bất tiện.",1,False,Axit Chanh,Tệ,"{'id': 33926362, 'body': 'Axit Chanh, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:06:51Z'}"
146,2022-12-02 05:43:34,Turn off notification about the ads stuffs but somehow I still receive those messages,1,False,landkepper,Bad app,"{'id': 33926369, 'body': 'landkepper, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:07:21Z'}"
147,2022-12-01 10:09:45,Cung cấp đầy đủ thông tin chính chủ vẫn bắt phải ra ngân hàng.,1,False,duclocn,Không xác thực được,"{'id': 33926375, 'body': 'duclocn, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:07:42Z'}"
148,2022-12-01 04:34:18,"App củ chuối nhất, giật lag và giao diện khó nhìn. Chỉ bằng 1/20 của MyVIB",1,False,Steve Trần,Củ chuối,"{'id': 33926379, 'body': 'Steve Trần, Chào bạn. MyVIB 2.0 với các tính năng mới như Công nghệ thực tế tăng cường (AR), Giao dịch bằng giọng nói AI Voice Banking, Cộng đồng Friendzone sẽ mang đến cho bạn những trải nghiệm thú vị. Thông tin đến bạn!', 'modified': '2022-12-26T03:08:02Z'}"
149,2022-11-30 08:27:32,"Cập nhập lên 2.0 nhưng thường xuyên bị lỗi OTP, 1 trải nghiệm cực ký khó chịu",1,True,Quyên 12,App quá tệ,"{'id': 32048958, 'body': 'Quyên 12, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-11-30T08:27:33Z'}"
150,2022-11-29 23:17:50,Không coi được biến động số dư  :(,3,False,anhtu.tatu,Không coi được biến động số dư  :(,"{'id': 34988615, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng MyVIB 2.0. Bạn muốn xem lại biến động số dư  chọn Khác > Thông báo. Hoặc muốn xem chi tiết hơn bạn có thể bấm chọn biểu tượng bộ lọc và xem chi tiết loại thông báo mình cần xem. Rất mong bạn tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!\r\n\r\n', 'modified': '2023-02-21T10:18:56Z'}"
151,2022-11-29 14:02:11,App giật lag. Giao diện xấu. Phản hồi chậm. Mai ra huỷ tkhoan luôn vì không dùng nổi,1,False,tph324,Tệ.,"{'id': 33926416, 'body': 'tph324, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:12:47Z'}"
152,2022-11-29 05:10:22,"Giao diện tệ quá. VIB đầu tư thiết kế lại giao diện app bắt mắt & tiện dùng chút.
Mình thấy ipay của Vietin quá ổn, có thể rể",3,False,nga994,"Giao diện xấu, thao tác phức tạp","{'id': 34988629, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng MyVIB 2.0. VIB rất xin tiếc về những trải nghiệm không tốt mà bạn gặp phải. VIB luôn lắng nghe, ghi nhận các góp ý và vẫn đang tiếp tục nghiên cứu để phát triển ứng dụng, đáp ứng ngày càng tốt hơn nhu cầu của khách hàng. Rất mong bạn tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-21T10:19:36Z'}"
153,2022-11-28 11:02:21,"- Thao tác chuyển tiền phức tạp hơn bản cũ
- suốt ngày bắt buộc KH update, rất PHIỀN",4,False,le Thi minh Nguyet,Vui lòng ko bắt Kh update liên tục nữa,
154,2022-11-27 13:32:52,"giao diện khó dùng hơn app cũ, thường xuyên bị lỗi. Lúc cần vào app chuyển tiền lại lỗi. Không chặn được các thông báo khuyến mãi, không cần thiết. Tệ, rất tệ. Mà còn không được chuyển về app cũ để dùng.",1,False,thuyngttt,app quá tệ,"{'id': 33926441, 'body': 'thuyngttt, Chào bạn. Sau khi chuyển sang ứng dụng MyVIB 2.0, tài khoản Internet Banking và MyVIB 1.0 của bạn sẽ bị khóa và không thể tiếp tục sử dụng. VIB đã thông báo điều này trên Fanpage/Email... MyVIB 2.0 với các tính năng mới như Công nghệ thực tế tăng cường (AR), Giao dịch bằng giọng nói AI Voice Banking, Cộng đồng Friendzone sẽ mang đến cho bạn những trải nghiệm thú vị. Thông tin đến bạn!', 'modified': '2022-12-26T03:14:22Z'}"
155,2022-11-24 03:48:52,"Ngân hàng tệ nhất mà mình từng sd, đki online ko gửi tên đn về mail mà bắt kh ra chi nhanh, vậy đki online làm cái gì, phiền",1,False,tranhuy125,Tệ,"{'id': 33926448, 'body': 'tranhuy125, Chào bạn. Cả   CH PlayApp StoreSheet3 Explorem ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:14:54Z'}"
156,2022-11-23 12:00:22,App quá tệ so với 1.0. Đang tìn cách về lại 1.0,1,False,jassonnnn,Tệ,"{'id': 33926460, 'body': 'jassonnnn, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:16:17Z'}"
157,2022-11-23 08:45:46,"Không cập nhật đúng ngày sao kê
Không hiển thị mỗi tháng phải trả bao nhiêu mà hiển thị tổng tiền đang nợ
App quá ngu cần dev lại đi",1,False,Đình Nguyện,Thanh toán thẻ tín dụng,"{'id': 33926466, 'body': 'Đình Nguyện, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:16:52Z'}"
158,2022-11-23 08:06:20,"Mở thẻ tín dụng hạn mức quá thấp, k dùng được, huỷ thẻ mất phí 1 triệu",1,False,vuvandinh2000,"Ngân hàng bố láo, lừa tiền","{'id': 33926470, 'body': 'vuvandinh2000, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:17:14Z'}"
159,2022-11-21 09:57:36,"Không hiểu sao có mỗi cái lỗi ck bị mã pin hết hạn, lỗi không xác định mà không fix được. Dev quá kém.",1,False,bkjsn,Lỗi chuyển khoản,"{'id': 33926474, 'body': 'bkjsn, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên đối với một số trường hợp liên quan đến kỹ thuật, bạn vui lòng thử lại sau ít phút. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:17:31Z'}"
160,2022-11-16 10:11:42,Chỗ hiển thị dư nợ bug to chà bá,5,False,voiz FM,Anh em team dev fix cái bug chỗ hiển thị dư nợ hộ em cái,
161,2022-11-20 04:00:55,"VIB mới thay bộ phận công nghệ hay sao mà ra cái app quá dỏm. App chỉ có notification quảng cáo, không notification biến động số dư.",2,False,ngonamanhbvn,Tệ hơn app cũ,
162,2022-11-18 06:03:30,"Sao toàn bị lỗi OPT lúc chuyển thế ad , rất khó chịu",2,False,thanh datccggff,Lỗi,
163,2022-11-18 04:53:51,"Dù đã tắt hết các loại thông báo, chỉ bật duy nhất thông báo số dư, nhưng app vẫn tiếp tục gửi các thông báo về những vấn đề không liên quan tới máy.",1,False,Astra Tesla,Cài đặt thông báo,"{'id': 33926484, 'body': 'Astra Tesla, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:18:32Z'}"
164,2022-11-17 14:26:42,"Đăng nhập bị lỗi liên tục, chỉ nói lỗi hệ thống không biết bị gì. Lỗi một vài lần khoá tài khoản. Cực kỳ tệ.",1,False,pepperprep,App crash liên tục,"{'id': 33926494, 'body': 'pepperprep, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:19:06Z'}"
165,2022-11-17 10:14:03,App không support được cho khách hàng. Bắt đổi đi đổi lại smart otp nhưng khi nhập lại không được.,1,False,AnVUNguyen,Tệ hại,"{'id': 33926500, 'body': 'AnVUNguyen, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên đối với một số trường hợp liên quan đến kỹ thuật, bạn vui lòng thử lại sau ít phút. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:19:46Z'}"
166,2022-11-17 02:24:32,"Update mới nhất làm cho SmartOTP bị lỗi, cho dù gõ đúng SmartOTP pin vẫn bị báo sai, tạo lại pin mới cũng không được. App ngân hàng mà để khách không thể chuyển tiền được là quá tệ",1,False,vnfhjcs,SmartOTP lỗi không thực hiện giao dịch được,"{'id': 33926511, 'body': 'vnfhjcs, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên đối với một số trường hợp liên quan đến kỹ thuật, bạn vui lòng thử lại sau ít phút. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:20:16Z'}"
167,2022-11-16 23:50:44,"Ngân hàng suốt ngày lỗi
Tệ !!",1,False,Vu Thi Huong_,.,"{'id': 33926518, 'body': 'Vu Thi Huong_, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Bạn vui lòng cho VIB biết bạn đang gặp phải trải ngiệm không tốt nào để VIB có thể hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:20:32Z'}"
168,2022-11-16 16:54:54,Mong đội ngũ nhân viên tự trải nghiệm rồi cảm nhận cái app nó như nàooo???,1,False,lag loz,"Quá tệ , chả có gì để diễn tả ,...","{'id': 33926519, 'body': 'lag loz, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Bạn vui lòng cho VIB biết bạn đang gặp phải trải ngiệm không tốt nào để VIB có thể hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:20:50Z'}"
169,2022-11-11 08:09:47,"Không lưu trữ nội dung giao dịch mẫu, cũng không thể copy-paste nội dung từ bên ngoài vào nên cứ phải type những nội dung giao dịch khuôn mẫu hàng tháng rất phiền toái. Giao diện không thân thiện như bản cũ, thiếu tính logic nên thao tác chậm.",3,False,tu.hoang,Thiếu tính năng copy/paste nội dung gd,"{'id': 35028487, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến địa chỉ mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-23T06:59:12Z'}"
170,2022-11-15 12:52:53,"Sai lầm khi lên vib 2.0 đổi mã PIN đã xác nhận thay đổi thành công, kể cả đổi từ 4 số lên 6 số. Nhập mã vừa đổi vẫn bị ghi là mã không chính xác? App quá hay, quá tuyệt vời",1,False,LeDinh1602,Thay đổi mã PIN bị lỗi,"{'id': 33926530, 'body': 'LeDinh1602, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên đối với một số trường hợp liên quan đến kỹ thuật, bạn vui lòng thử lại sau ít phút. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:21:07Z'}"
171,2022-11-15 02:07:43,"Mình đc nhân viên gọi tư vấn mở thẻ tín miễn lãi các kiểu. Tuy nhiên ngay hôm mở thẻ đã thu: - 599k phí thường niên cho 1 thẻ hạn mức hơn 10tr (nực cười) - 17710 đ phí bảo hiểm thẻ tháng 11.2022 (nực cười lần 2) Mình có đủ thẻ đen các kiểu của banks, muốn trải nghiệm thử thẻ MC của VIB nhưng sau lần này thấy thật sự treo đầu dê bán thị cờ hó",1,False,bye bye myVIB 2.0,"Tư vấn 1 kiểu, làm 1 kiểu",
172,2022-11-12 00:57:16,"Không thể giao dịch với smart otp mặc dù đã thay đi thay lại, hệ thống vẫn báo không sử dụng được otp và khoá luôn.",1,False,Duy Đầu Gấu,Pin otp lỗi,"{'id': 33926540, 'body': 'Duy Đầu Gấu, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên đối với một số trường hợp liên quan đến kỹ thuật, bạn vui lòng thử lại sau ít phút. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:21:52Z'}"
173,2022-11-07 07:04:21,"Không hiển thị thông tin giao dịch từ app cũ:
cài đặt MyVIB 2.0> Giao dịch > Tra soát giao dịch => noti: không có giao dịch đủ diều kiện tra soát.",3,False,T.L113,Thiếu data tra soát giao dịch,"{'id': 35050783, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến địa chỉ mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-24T08:55:11Z'}"
174,2022-11-09 05:39:19,"Thiếu rất nhiều chức năng, lưu tên ng thụ hưởng ko có, tiết kiệm ko có. Phải hỏi lại nv ngân hàng mới biết đây là bản 2.0, bất tiện",1,False,hiếu 18 12,App ko tốt,"{'id': 33926539, 'body': 'hiếu 18 12, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:21:51Z'}"
175,2022-11-08 09:42:10,Khách hàng dùng thẻ tín dụng không cập nhật đúng số tiền đã dùng đã trả. Gây ảnh hưởng tín dụng khách hàng. Bị mấy tháng liên tục. Dẹp mẹ cái ứng dụng đi,1,False,tengicungduocma,Viết app ngu quá,"{'id': 33926541, 'body': 'tengicungduocma, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:22:15Z'}"
176,2022-11-08 07:54:00,App ngu ngốc :(( tui ko muốn dùng ngân hàng này nữa,1,False,mai.babe,Thích app 1.0 hơn,"{'id': 33926546, 'body': 'mai.babe, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Bạn vui lòng cho VIB biết bạn đang gặp phải trải ngiệm không tốt nào để VIB có thể hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:22:43Z'}"
177,2022-11-07 12:27:49,"Ngân hàng lừa đảo, mập mờ về việc thu phí, chương trình hoàn phí không rõ ràng, chi tiêu xong chưa chắc sẽ được hoàn phí, khuyến mãi mở thẻ cũng không thấy xác nhận.",1,False,Shurowaten,Vùa kích hoạt thẻ xong sẽ trừ phí thường niên,
178,2022-11-07 09:40:26,"Cần xây dựng lại app hiệu quả, dễ xài và logic. Thao tác ít hơn. App chú trọng vào voice và friendzone, va VR. Những chức năng này không hiệu quả và thực dụng. Cần loại bỏ để tập trung nguồn lực vào những thứ hữu dụng hơn. 

App 1.0 còn tốt hơn",1,False,Chuninh222,VIB 2.0  quá tệ,"{'id': 33926550, 'body': 'Chuninh222, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:23:19Z'}"
